county,WNS_MAP_YR,WNS_STATUS
Manistee-Michigan,2018-19,Absent
Manitowoc-Wisconsin,2006-07,Absent
Manitowoc-Wisconsin,2007-08,Absent
Manitowoc-Wisconsin,2008-09,Absent
Manitowoc-Wisconsin,2009-10,Absent
Manitowoc-Wisconsin,2010-11,Absent
Manitowoc-Wisconsin,2011-12,Absent
Manitowoc-Wisconsin,2012-13,Absent
Manitowoc-Wisconsin,2013-14,Absent
Manitowoc-Wisconsin,2014-15,Absent
Manitowoc-Wisconsin,2016-17,Absent
Manitowoc-Wisconsin,2017-18,Absent
Manitowoc-Wisconsin,2018-19,Absent
Marion-Arkansas,2006-07,Absent
Marion-Arkansas,2007-08,Absent
Marion-Arkansas,2008-09,Absent
Marion-Arkansas,2009-10,Absent
Marion-Arkansas,2010-11,Absent
Marion-Arkansas,2011-12,Absent
Marion-Arkansas,2012-13,Absent
Marion-Arkansas,2014-15,Absent
Marion-Arkansas,2015-16,Absent
Marion-Arkansas,2016-17,Absent
Marion-Arkansas,2017-18,Absent
Marion-Arkansas,2018-19,Absent
Marion-Missouri,2006-07,Absent
Marion-Missouri,2007-08,Absent
Marion-Missouri,2008-09,Absent
Marion-Missouri,2009-10,Absent
Marion-Missouri,2010-11,Absent
Marion-Missouri,2011-12,Absent
Marion-Missouri,2012-13,Absent
Marion-Missouri,2014-15,Absent
Marion-Missouri,2015-16,Absent
Marion-Missouri,2016-17,Absent
Marion-Missouri,2017-18,Absent
Marion-Missouri,2018-19,Absent
Marion-Tennessee,2006-07,Absent
Marion-Tennessee,2007-08,Absent
Marion-Tennessee,2008-09,Absent
Marion-Tennessee,2009-10,Absent
Marion-Tennessee,2010-11,Absent
Marion-Tennessee,2011-12,Absent
Marion-Tennessee,2013-14,Absent
Marion-Tennessee,2014-15,Absent
Marion-Tennessee,2015-16,Absent
Marion-Tennessee,2016-17,Absent
Marion-Tennessee,2017-18,Absent
Marion-Tennessee,2018-19,Absent
Marquette-Michigan,2006-07,Absent
Marquette-Michigan,2007-08,Absent
Marquette-Michigan,2008-09,Absent
Marquette-Michigan,2009-10,Absent
Marquette-Michigan,2010-11,Absent
Marquette-Michigan,2011-12,Absent
Marquette-Michigan,2012-13,Absent
Marquette-Michigan,2013-14,Absent
Marquette-Michigan,2015-16,Absent
Marquette-Michigan,2016-17,Absent
Marquette-Michigan,2017-18,Absent
Marquette-Michigan,2018-19,Absent
Marshall-Alabama,2006-07,Absent
Marshall-Alabama,2007-08,Absent
Marshall-Alabama,2008-09,Absent
Marshall-Alabama,2009-10,Absent
Marshall-Alabama,2010-11,Absent
Marshall-Alabama,2011-12,Absent
Marshall-Alabama,2012-13,Absent
Marshall-Alabama,2013-14,Absent
Marshall-Alabama,2015-16,Absent
Marshall-Alabama,2016-17,Absent
Marshall-Alabama,2017-18,Absent
Marshall-Alabama,2018-19,Absent
Marshall-Tennessee,2006-07,Absent
Marshall-Tennessee,2007-08,Absent
Marshall-Tennessee,2008-09,Absent
Marshall-Tennessee,2009-10,Absent
Marshall-Tennessee,2010-11,Absent
Marshall-Tennessee,2011-12,Absent
Marshall-Tennessee,2012-13,Absent
Marshall-Tennessee,2013-14,Absent
Marshall-Tennessee,2015-16,Absent
Marshall-Tennessee,2016-17,Absent
Marshall-Tennessee,2017-18,Absent
Marshall-Tennessee,2018-19,Absent
Martin-Indiana,2006-07,Absent
Martin-Indiana,2007-08,Absent
Martin-Indiana,2008-09,Absent
Martin-Indiana,2009-10,Absent
Martin-Indiana,2010-11,Absent
Martin-Indiana,2012-13,Absent
Martin-Indiana,2013-14,Absent
Martin-Indiana,2014-15,Absent
Martin-Indiana,2015-16,Absent
Martin-Indiana,2016-17,Absent
Martin-Indiana,2017-18,Absent
Martin-Indiana,2018-19,Absent
Matane-Quebec,2006-07,Absent
Matane-Quebec,2007-08,Absent
Matane-Quebec,2008-09,Absent
Matane-Quebec,2009-10,Absent
Matane-Quebec,2010-11,Absent
Matane-Quebec,2011-12,Absent
Matane-Quebec,2012-13,Absent
Matane-Quebec,2014-15,Absent
Matane-Quebec,2015-16,Absent
Matane-Quebec,2016-17,Absent
Matane-Quebec,2017-18,Absent
Matane-Quebec,2018-19,Absent
Maury-Tennessee,2006-07,Absent
Maury-Tennessee,2007-08,Absent
Maury-Tennessee,2008-09,Absent
Maury-Tennessee,2009-10,Absent
Maury-Tennessee,2010-11,Absent
Maury-Tennessee,2011-12,Absent
Maury-Tennessee,2012-13,Absent
Maury-Tennessee,2014-15,Absent
Maury-Tennessee,2015-16,Absent
Maury-Tennessee,2016-17,Absent
Maury-Tennessee,2017-18,Absent
Maury-Tennessee,2018-19,Absent
McDonald-Missouri,2006-07,Absent
McDonald-Missouri,2007-08,Absent
McDonald-Missouri,2008-09,Absent
McDonald-Missouri,2009-10,Absent
McDonald-Missouri,2010-11,Absent
McDonald-Missouri,2011-12,Absent
McDonald-Missouri,2012-13,Absent
McDonald-Missouri,2013-14,Absent
McDonald-Missouri,2014-15,Absent
McDonald-Missouri,2016-17,Absent
McDonald-Missouri,2017-18,Absent
McDonald-Missouri,2018-19,Absent
McDowell-North Carolina,2006-07,Absent
McDowell-North Carolina,2007-08,Absent
McDowell-North Carolina,2008-09,Absent
McDowell-North Carolina,2009-10,Absent
McDowell-North Carolina,2011-12,Absent
McDowell-North Carolina,2012-13,Absent
McDowell-North Carolina,2013-14,Absent
McDowell-North Carolina,2014-15,Absent
McDowell-North Carolina,2015-16,Absent
McDowell-North Carolina,2016-17,Absent
McDowell-North Carolina,2017-18,Absent
McDowell-North Carolina,2018-19,Absent
Meade-Kentucky,2006-07,Absent
Meade-Kentucky,2007-08,Absent
Meade-Kentucky,2008-09,Absent
Meade-Kentucky,2009-10,Absent
Meade-Kentucky,2010-11,Absent
Meade-Kentucky,2011-12,Absent
Meade-Kentucky,2013-14,Absent
Meade-Kentucky,2014-15,Absent
Meade-Kentucky,2015-16,Absent
Meade-Kentucky,2016-17,Absent
Meade-Kentucky,2017-18,Absent
Meade-Kentucky,2018-19,Absent
Medina-Ohio,2006-07,Absent
Medina-Ohio,2007-08,Absent
Medina-Ohio,2008-09,Absent
Medina-Ohio,2009-10,Absent
Medina-Ohio,2010-11,Absent
Medina-Ohio,2011-12,Absent
Medina-Ohio,2013-14,Absent
Medina-Ohio,2014-15,Absent
Medina-Ohio,2015-16,Absent
Medina-Ohio,2016-17,Absent
Medina-Ohio,2017-18,Absent
Medina-Ohio,2018-19,Absent
Meigs-Tennessee,2006-07,Absent
Meigs-Tennessee,2007-08,Absent
Meigs-Tennessee,2008-09,Absent
Meigs-Tennessee,2009-10,Absent
Meigs-Tennessee,2010-11,Absent
Meigs-Tennessee,2011-12,Absent
Meigs-Tennessee,2013-14,Absent
Meigs-Tennessee,2014-15,Absent
Meigs-Tennessee,2015-16,Absent
Meigs-Tennessee,2016-17,Absent
Meigs-Tennessee,2017-18,Absent
Meigs-Tennessee,2018-19,Absent
Mekinac (Part 1 Of)-Quebec,2006-07,Absent
Mekinac (Part 1 Of)-Quebec,2007-08,Absent
Mekinac (Part 1 Of)-Quebec,2008-09,Absent
Mekinac (Part 1 Of)-Quebec,2009-10,Absent
Mekinac (Part 1 Of)-Quebec,2011-12,Absent
Mekinac (Part 1 Of)-Quebec,2012-13,Absent
Mekinac (Part 1 Of)-Quebec,2013-14,Absent
Mekinac (Part 1 Of)-Quebec,2014-15,Absent
Mekinac (Part 1 Of)-Quebec,2015-16,Absent
Mekinac (Part 1 Of)-Quebec,2016-17,Absent
Mekinac (Part 1 Of)-Quebec,2017-18,Absent
Mekinac (Part 1 Of)-Quebec,2018-19,Absent
Memphrémagog-Quebec,2006-07,Absent
Memphrémagog-Quebec,2007-08,Absent
Memphrémagog-Quebec,2008-09,Absent
Memphrémagog-Quebec,2010-11,Absent
Memphrémagog-Quebec,2011-12,Absent
Memphrémagog-Quebec,2012-13,Absent
Memphrémagog-Quebec,2013-14,Absent
Memphrémagog-Quebec,2014-15,Absent
Memphrémagog-Quebec,2015-16,Absent
Memphrémagog-Quebec,2016-17,Absent
Memphrémagog-Quebec,2017-18,Absent
Memphrémagog-Quebec,2018-19,Absent
Mercer-North Dakota,2006-07,Absent
Mercer-North Dakota,2007-08,Absent
Mercer-North Dakota,2008-09,Absent
Mercer-North Dakota,2009-10,Absent
Mercer-North Dakota,2010-11,Absent
Mercer-North Dakota,2011-12,Absent
Mercer-North Dakota,2012-13,Absent
Mercer-North Dakota,2013-14,Absent
Mercer-North Dakota,2014-15,Absent
Mercer-North Dakota,2015-16,Absent
Mercer-North Dakota,2016-17,Absent
Mercer-North Dakota,2017-18,Absent
Mercer-West Virginia,2006-07,Absent
Mercer-West Virginia,2007-08,Absent
Mercer-West Virginia,2008-09,Absent
Mercer-West Virginia,2010-11,Absent
Mercer-West Virginia,2011-12,Absent
Mercer-West Virginia,2012-13,Absent
Mercer-West Virginia,2013-14,Absent
Mercer-West Virginia,2014-15,Absent
Mercer-West Virginia,2015-16,Absent
Mercer-West Virginia,2016-17,Absent
Mercer-West Virginia,2017-18,Absent
Mercer-West Virginia,2018-19,Absent
Merrimack-New Hampshire,2006-07,Absent
Merrimack-New Hampshire,2007-08,Absent
Merrimack-New Hampshire,2009-10,Absent
Merrimack-New Hampshire,2010-11,Absent
Merrimack-New Hampshire,2011-12,Absent
Merrimack-New Hampshire,2012-13,Absent
Merrimack-New Hampshire,2013-14,Absent
Merrimack-New Hampshire,2014-15,Absent
Merrimack-New Hampshire,2015-16,Absent
Merrimack-New Hampshire,2016-17,Absent
Merrimack-New Hampshire,2017-18,Absent
Merrimack-New Hampshire,2018-19,Absent
Middlesex-Massachusetts,2006-07,Absent
Middlesex-Massachusetts,2007-08,Absent
Middlesex-Massachusetts,2009-10,Absent
Middlesex-Massachusetts,2010-11,Absent
Middlesex-Massachusetts,2011-12,Absent
Middlesex-Massachusetts,2012-13,Absent
Middlesex-Massachusetts,2013-14,Absent
Middlesex-Massachusetts,2014-15,Absent
Middlesex-Massachusetts,2015-16,Absent
Middlesex-Massachusetts,2016-17,Absent
Middlesex-Massachusetts,2017-18,Absent
Middlesex-Massachusetts,2018-19,Absent
Mifflin-Pennsylvania,2006-07,Absent
Mifflin-Pennsylvania,2007-08,Absent
Mifflin-Pennsylvania,2009-10,Absent
Mifflin-Pennsylvania,2010-11,Absent
Mifflin-Pennsylvania,2011-12,Absent
Mifflin-Pennsylvania,2012-13,Absent
Mifflin-Pennsylvania,2013-14,Absent
Mifflin-Pennsylvania,2014-15,Absent
Mifflin-Pennsylvania,2015-16,Absent
Mifflin-Pennsylvania,2016-17,Absent
Mifflin-Pennsylvania,2017-18,Absent
Mifflin-Pennsylvania,2018-19,Absent
Miller-Missouri,2006-07,Absent
Miller-Missouri,2007-08,Absent
Miller-Missouri,2008-09,Absent
Miller-Missouri,2009-10,Absent
Miller-Missouri,2010-11,Absent
Miller-Missouri,2011-12,Absent
Miller-Missouri,2012-13,Absent
Miller-Missouri,2013-14,Absent
Miller-Missouri,2015-16,Absent
Miller-Missouri,2016-17,Absent
Miller-Missouri,2017-18,Absent
Miller-Missouri,2018-19,Absent
Mineral-West Virginia,2006-07,Absent
Mineral-West Virginia,2007-08,Absent
Mineral-West Virginia,2008-09,Absent
Mineral-West Virginia,2009-10,Absent
Mineral-West Virginia,2010-11,Absent
Mineral-West Virginia,2012-13,Absent
Mineral-West Virginia,2013-14,Absent
Mineral-West Virginia,2014-15,Absent
Mineral-West Virginia,2015-16,Absent
Mineral-West Virginia,2016-17,Absent
Mineral-West Virginia,2017-18,Absent
Mineral-West Virginia,2018-19,Absent
Moniteau-Missouri,2006-07,Absent
Moniteau-Missouri,2007-08,Absent
Moniteau-Missouri,2008-09,Absent
Moniteau-Missouri,2009-10,Absent
Moniteau-Missouri,2010-11,Absent
Moniteau-Missouri,2011-12,Absent
Moniteau-Missouri,2012-13,Absent
Moniteau-Missouri,2013-14,Absent
Moniteau-Missouri,2015-16,Absent
Moniteau-Missouri,2016-17,Absent
Moniteau-Missouri,2017-18,Absent
Moniteau-Missouri,2018-19,Absent
Monongalia-West Virginia,2006-07,Absent
Monongalia-West Virginia,2007-08,Absent
Monongalia-West Virginia,2008-09,Absent
Monongalia-West Virginia,2009-10,Absent
Monongalia-West Virginia,2010-11,Absent
Monongalia-West Virginia,2012-13,Absent
Monongalia-West Virginia,2013-14,Absent
Monongalia-West Virginia,2014-15,Absent
Monongalia-West Virginia,2015-16,Absent
Monongalia-West Virginia,2016-17,Absent
Monongalia-West Virginia,2017-18,Absent
Monongalia-West Virginia,2018-19,Absent
Monroe-Illinois,2006-07,Absent
Monroe-Illinois,2007-08,Absent
Monroe-Illinois,2008-09,Absent
Monroe-Illinois,2009-10,Absent
Monroe-Illinois,2010-11,Absent
Monroe-Illinois,2011-12,Absent
Monroe-Illinois,2013-14,Absent
Monroe-Illinois,2014-15,Absent
Monroe-Illinois,2015-16,Absent
Monroe-Illinois,2016-17,Absent
Monroe-Illinois,2017-18,Absent
Monroe-Illinois,2018-19,Absent
Monroe-Indiana,2006-07,Absent
Monroe-Indiana,2007-08,Absent
Monroe-Indiana,2008-09,Absent
Monroe-Indiana,2009-10,Absent
Monroe-Indiana,2011-12,Absent
Monroe-Indiana,2012-13,Absent
Monroe-Indiana,2013-14,Absent
Monroe-Indiana,2014-15,Absent
Monroe-Indiana,2015-16,Absent
Monroe-Indiana,2016-17,Absent
Monroe-Indiana,2017-18,Absent
Monroe-Indiana,2018-19,Absent
Monroe-Pennsylvania,2006-07,Absent
Monroe-Pennsylvania,2007-08,Absent
Monroe-Pennsylvania,2008-09,Absent
Monroe-Pennsylvania,2010-11,Absent
Monroe-Pennsylvania,2011-12,Absent
Monroe-Pennsylvania,2012-13,Absent
Monroe-Pennsylvania,2013-14,Absent
Monroe-Pennsylvania,2014-15,Absent
Monroe-Pennsylvania,2015-16,Absent
Monroe-Pennsylvania,2016-17,Absent
Monroe-Pennsylvania,2017-18,Absent
Monroe-Pennsylvania,2018-19,Absent
Monroe-West Virginia,2006-07,Absent
Monroe-West Virginia,2007-08,Absent
Monroe-West Virginia,2008-09,Absent
Monroe-West Virginia,2010-11,Absent
Monroe-West Virginia,2011-12,Absent
Monroe-West Virginia,2012-13,Absent
Monroe-West Virginia,2013-14,Absent
Monroe-West Virginia,2014-15,Absent
Monroe-West Virginia,2015-16,Absent
Monroe-West Virginia,2016-17,Absent
Monroe-West Virginia,2017-18,Absent
Monroe-West Virginia,2018-19,Absent
Monroe-Wisconsin,2006-07,Absent
Monroe-Wisconsin,2007-08,Absent
Monroe-Wisconsin,2008-09,Absent
Monroe-Wisconsin,2009-10,Absent
Monroe-Wisconsin,2010-11,Absent
Monroe-Wisconsin,2011-12,Absent
Monroe-Wisconsin,2012-13,Absent
Monroe-Wisconsin,2013-14,Absent
Monroe-Wisconsin,2014-15,Absent
Monroe-Wisconsin,2015-16,Absent
Monroe-Wisconsin,2017-18,Absent
Monroe-Wisconsin,2018-19,Absent
Montgomery-New York,2006-07,Absent
Montgomery-New York,2008-09,Absent
Montgomery-New York,2009-10,Absent
Montgomery-New York,2010-11,Absent
Montgomery-New York,2011-12,Absent
Montgomery-New York,2012-13,Absent
Montgomery-New York,2013-14,Absent
Montgomery-New York,2014-15,Absent
Montgomery-New York,2015-16,Absent
Montgomery-New York,2016-17,Absent
Montgomery-New York,2017-18,Absent
Montgomery-New York,2018-19,Absent
Montgomery-North Carolina,2006-07,Absent
Montgomery-North Carolina,2007-08,Absent
Montgomery-North Carolina,2008-09,Absent
Montgomery-North Carolina,2009-10,Absent
Montgomery-North Carolina,2010-11,Absent
Montgomery-North Carolina,2011-12,Absent
Montgomery-North Carolina,2012-13,Absent
Montgomery-North Carolina,2013-14,Absent
Montgomery-North Carolina,2014-15,Absent
Montgomery-North Carolina,2015-16,Absent
Montgomery-North Carolina,2016-17,Absent
Montgomery-North Carolina,2017-18,Absent
Montgomery-Tennessee,2006-07,Absent
Montgomery-Tennessee,2007-08,Absent
Montgomery-Tennessee,2008-09,Absent
Montgomery-Tennessee,2009-10,Absent
Montgomery-Tennessee,2011-12,Absent
Montgomery-Tennessee,2012-13,Absent
Montgomery-Tennessee,2013-14,Absent
Montgomery-Tennessee,2014-15,Absent
Montgomery-Tennessee,2015-16,Absent
Montgomery-Tennessee,2016-17,Absent
Montgomery-Tennessee,2017-18,Absent
Montgomery-Tennessee,2018-19,Absent
Montgomery-Virginia,2006-07,Absent
Montgomery-Virginia,2007-08,Absent
Montgomery-Virginia,2008-09,Absent
Montgomery-Virginia,2009-10,Absent
Montgomery-Virginia,2011-12,Absent
Montgomery-Virginia,2012-13,Absent
Montgomery-Virginia,2013-14,Absent
Montgomery-Virginia,2014-15,Absent
Montgomery-Virginia,2015-16,Absent
Montgomery-Virginia,2016-17,Absent
Montgomery-Virginia,2017-18,Absent
Montgomery-Virginia,2018-19,Absent
Morgan-Alabama,2006-07,Absent
Morgan-Alabama,2007-08,Absent
Morgan-Alabama,2008-09,Absent
Morgan-Alabama,2009-10,Absent
Morgan-Alabama,2010-11,Absent
Morgan-Alabama,2011-12,Absent
Morgan-Alabama,2012-13,Absent
Morgan-Alabama,2014-15,Absent
Morgan-Alabama,2015-16,Absent
Morgan-Alabama,2016-17,Absent
Morgan-Alabama,2017-18,Absent
Morgan-Alabama,2018-19,Absent
Morris-New Jersey,2006-07,Absent
Morris-New Jersey,2007-08,Absent
Morris-New Jersey,2009-10,Absent
Morris-New Jersey,2010-11,Absent
Morris-New Jersey,2011-12,Absent
Morris-New Jersey,2012-13,Absent
Morris-New Jersey,2013-14,Absent
Morris-New Jersey,2014-15,Absent
Morris-New Jersey,2015-16,Absent
Morris-New Jersey,2016-17,Absent
Morris-New Jersey,2017-18,Absent
Morris-New Jersey,2018-19,Absent
Neshoba-Mississippi,2006-07,Absent
Neshoba-Mississippi,2007-08,Absent
Neshoba-Mississippi,2008-09,Absent
Neshoba-Mississippi,2009-10,Absent
Neshoba-Mississippi,2010-11,Absent
Neshoba-Mississippi,2011-12,Absent
Neshoba-Mississippi,2012-13,Absent
Neshoba-Mississippi,2014-15,Absent
Neshoba-Mississippi,2015-16,Absent
Neshoba-Mississippi,2016-17,Absent
Neshoba-Mississippi,2017-18,Absent
Neshoba-Mississippi,2018-19,Absent
New Castle-Delaware,2006-07,Absent
New Castle-Delaware,2007-08,Absent
New Castle-Delaware,2008-09,Absent
New Castle-Delaware,2009-10,Absent
New Castle-Delaware,2010-11,Absent
New Castle-Delaware,2012-13,Absent
New Castle-Delaware,2013-14,Absent
New Castle-Delaware,2014-15,Absent
New Castle-Delaware,2015-16,Absent
New Castle-Delaware,2016-17,Absent
New Castle-Delaware,2017-18,Absent
New Castle-Delaware,2018-19,Absent
New London-Connecticut,2006-07,Absent
New London-Connecticut,2007-08,Absent
New London-Connecticut,2008-09,Absent
New London-Connecticut,2009-10,Absent
New London-Connecticut,2011-12,Absent
New London-Connecticut,2012-13,Absent
New London-Connecticut,2013-14,Absent
New London-Connecticut,2014-15,Absent
New London-Connecticut,2015-16,Absent
New London-Connecticut,2016-17,Absent
New London-Connecticut,2017-18,Absent
New London-Connecticut,2018-19,Absent
Newport-Rhode Island,2006-07,Absent
Newport-Rhode Island,2007-08,Absent
Newport-Rhode Island,2008-09,Absent
Newport-Rhode Island,2009-10,Absent
Newport-Rhode Island,2010-11,Absent
Newport-Rhode Island,2011-12,Absent
Newport-Rhode Island,2012-13,Absent
Newport-Rhode Island,2013-14,Absent
Newport-Rhode Island,2014-15,Absent
Newport-Rhode Island,2016-17,Absent
Newport-Rhode Island,2017-18,Absent
Newport-Rhode Island,2018-19,Absent
Newton-Arkansas,2006-07,Absent
Newton-Arkansas,2007-08,Absent
Newton-Arkansas,2008-09,Absent
Newton-Arkansas,2009-10,Absent
Newton-Arkansas,2010-11,Absent
Newton-Arkansas,2011-12,Absent
Newton-Arkansas,2012-13,Absent
Newton-Arkansas,2013-14,Absent
Newton-Arkansas,2015-16,Absent
Newton-Arkansas,2016-17,Absent
Newton-Arkansas,2017-18,Absent
Newton-Arkansas,2018-19,Absent
Newton-Missouri,2006-07,Absent
Newton-Missouri,2007-08,Absent
Newton-Missouri,2008-09,Absent
Newton-Missouri,2009-10,Absent
Newton-Missouri,2010-11,Absent
Newton-Missouri,2011-12,Absent
Newton-Missouri,2012-13,Absent
Newton-Missouri,2013-14,Absent
Newton-Missouri,2014-15,Absent
Newton-Missouri,2015-16,Absent
Newton-Missouri,2016-17,Absent
Newton-Missouri,2018-19,Absent
Niagara Regional Municipality-Ontario,2006-07,Absent
Niagara Regional Municipality-Ontario,2007-08,Absent
Niagara Regional Municipality-Ontario,2008-09,Absent
Niagara Regional Municipality-Ontario,2009-10,Absent
Niagara Regional Municipality-Ontario,2010-11,Absent
Niagara Regional Municipality-Ontario,2012-13,Absent
Niagara Regional Municipality-Ontario,2013-14,Absent
Niagara Regional Municipality-Ontario,2014-15,Absent
Niagara Regional Municipality-Ontario,2015-16,Absent
Niagara Regional Municipality-Ontario,2016-17,Absent
Niagara Regional Municipality-Ontario,2017-18,Absent
Niagara Regional Municipality-Ontario,2018-19,Absent
Niobrara-Wyoming,2006-07,Absent
Niobrara-Wyoming,2007-08,Absent
Niobrara-Wyoming,2008-09,Absent
Niobrara-Wyoming,2009-10,Absent
Niobrara-Wyoming,2010-11,Absent
Niobrara-Wyoming,2011-12,Absent
Niobrara-Wyoming,2012-13,Absent
Niobrara-Wyoming,2013-14,Absent
Niobrara-Wyoming,2014-15,Absent
Niobrara-Wyoming,2015-16,Absent
Niobrara-Wyoming,2016-17,Absent
Niobrara-Wyoming,2017-18,Absent
Nipissing District (Part 1 Of)-Ontario,2006-07,Absent
Nipissing District (Part 1 Of)-Ontario,2007-08,Absent
Nipissing District (Part 1 Of)-Ontario,2008-09,Absent
Nipissing District (Part 1 Of)-Ontario,2009-10,Absent
Nipissing District (Part 1 Of)-Ontario,2011-12,Absent
Nipissing District (Part 1 Of)-Ontario,2012-13,Absent
Nipissing District (Part 1 Of)-Ontario,2013-14,Absent
Nipissing District (Part 1 Of)-Ontario,2014-15,Absent
Nipissing District (Part 1 Of)-Ontario,2015-16,Absent
Nipissing District (Part 1 Of)-Ontario,2016-17,Absent
Nipissing District (Part 1 Of)-Ontario,2017-18,Absent
Nipissing District (Part 1 Of)-Ontario,2018-19,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2006-07,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2007-08,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2008-09,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2009-10,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2011-12,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2012-13,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2013-14,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2014-15,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2015-16,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2016-17,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2017-18,Absent
Nord-Du-Quebec (Part 1 Of)-Quebec,2018-19,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2006-07,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2007-08,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2008-09,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2009-10,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2010-11,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2011-12,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2013-14,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2014-15,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2015-16,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2016-17,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2017-18,Absent
Nord-Du-Quebec (Part 2 Of)-Quebec,2018-19,Absent
Norfolk-Massachusetts,2006-07,Absent
Norfolk-Massachusetts,2007-08,Absent
Norfolk-Massachusetts,2009-10,Absent
Norfolk-Massachusetts,2010-11,Absent
Norfolk-Massachusetts,2011-12,Absent
Norfolk-Massachusetts,2012-13,Absent
Norfolk-Massachusetts,2013-14,Absent
Norfolk-Massachusetts,2014-15,Absent
Norfolk-Massachusetts,2015-16,Absent
Norfolk-Massachusetts,2016-17,Absent
Norfolk-Massachusetts,2017-18,Absent
Norfolk-Massachusetts,2018-19,Absent
Northumberland-New Brunswick,2006-07,Absent
Northumberland-New Brunswick,2007-08,Absent
Northumberland-New Brunswick,2008-09,Absent
Northumberland-New Brunswick,2009-10,Absent
Northumberland-New Brunswick,2010-11,Absent
Northumberland-New Brunswick,2011-12,Absent
Northumberland-New Brunswick,2013-14,Absent
Northumberland-New Brunswick,2014-15,Absent
Northumberland-New Brunswick,2015-16,Absent
Northumberland-New Brunswick,2016-17,Absent
Northumberland-New Brunswick,2017-18,Absent
Northumberland-New Brunswick,2018-19,Absent
Northumberland-Pennsylvania,2006-07,Absent
Northumberland-Pennsylvania,2007-08,Absent
Northumberland-Pennsylvania,2008-09,Absent
Northumberland-Pennsylvania,2010-11,Absent
Northumberland-Pennsylvania,2011-12,Absent
Northumberland-Pennsylvania,2012-13,Absent
Northumberland-Pennsylvania,2013-14,Absent
Northumberland-Pennsylvania,2014-15,Absent
Northumberland-Pennsylvania,2015-16,Absent
Northumberland-Pennsylvania,2016-17,Absent
Northumberland-Pennsylvania,2017-18,Absent
Northumberland-Pennsylvania,2018-19,Absent
Oconee-South Carolina,2006-07,Absent
Oconee-South Carolina,2007-08,Absent
Oconee-South Carolina,2008-09,Absent
Oconee-South Carolina,2009-10,Absent
Oconee-South Carolina,2010-11,Absent
Oconee-South Carolina,2011-12,Absent
Oconee-South Carolina,2012-13,Absent
Oconee-South Carolina,2014-15,Absent
Oconee-South Carolina,2015-16,Absent
Oconee-South Carolina,2016-17,Absent
Oconee-South Carolina,2017-18,Absent
Oconee-South Carolina,2018-19,Absent
Olmsted-Minnesota,2006-07,Absent
Olmsted-Minnesota,2007-08,Absent
Olmsted-Minnesota,2008-09,Absent
Olmsted-Minnesota,2009-10,Absent
Olmsted-Minnesota,2010-11,Absent
Olmsted-Minnesota,2011-12,Absent
Olmsted-Minnesota,2012-13,Absent
Olmsted-Minnesota,2013-14,Absent
Olmsted-Minnesota,2014-15,Absent
Olmsted-Minnesota,2015-16,Absent
Olmsted-Minnesota,2017-18,Absent
Olmsted-Minnesota,2018-19,Absent
Onondaga-New York,2006-07,Absent
Onondaga-New York,2007-08,Absent
Onondaga-New York,2009-10,Absent
Onondaga-New York,2010-11,Absent
Onondaga-New York,2011-12,Absent
Onondaga-New York,2012-13,Absent
Onondaga-New York,2013-14,Absent
Onondaga-New York,2014-15,Absent
Onondaga-New York,2015-16,Absent
Onondaga-New York,2016-17,Absent
Onondaga-New York,2017-18,Absent
Onondaga-New York,2018-19,Absent
Ontonagon-Michigan,2006-07,Absent
Ontonagon-Michigan,2007-08,Absent
Ontonagon-Michigan,2008-09,Absent
Ontonagon-Michigan,2009-10,Absent
Ontonagon-Michigan,2010-11,Absent
Ontonagon-Michigan,2011-12,Absent
Ontonagon-Michigan,2012-13,Absent
Ontonagon-Michigan,2014-15,Absent
Ontonagon-Michigan,2015-16,Absent
Ontonagon-Michigan,2016-17,Absent
Ontonagon-Michigan,2017-18,Absent
Ontonagon-Michigan,2018-19,Absent
Orange-Indiana,2006-07,Absent
Orange-Indiana,2007-08,Absent
Orange-Indiana,2008-09,Absent
Orange-Indiana,2009-10,Absent
Orange-Indiana,2010-11,Absent
Orange-Indiana,2012-13,Absent
