county,WNS_MAP_YR,WNS_STATUS
Hardy-West Virginia,2011-12,Absent
Hardy-West Virginia,2012-13,Absent
Hardy-West Virginia,2013-14,Absent
Hardy-West Virginia,2014-15,Absent
Hardy-West Virginia,2015-16,Absent
Hardy-West Virginia,2016-17,Absent
Hardy-West Virginia,2017-18,Absent
Hardy-West Virginia,2018-19,Absent
Harrison-Indiana,2006-07,Absent
Harrison-Indiana,2007-08,Absent
Harrison-Indiana,2008-09,Absent
Harrison-Indiana,2009-10,Absent
Harrison-Indiana,2010-11,Absent
Harrison-Indiana,2012-13,Absent
Harrison-Indiana,2013-14,Absent
Harrison-Indiana,2014-15,Absent
Harrison-Indiana,2015-16,Absent
Harrison-Indiana,2016-17,Absent
Harrison-Indiana,2017-18,Absent
Harrison-Indiana,2018-19,Absent
Hart-Kentucky,2006-07,Absent
Hart-Kentucky,2007-08,Absent
Hart-Kentucky,2008-09,Absent
Hart-Kentucky,2009-10,Absent
Hart-Kentucky,2010-11,Absent
Hart-Kentucky,2011-12,Absent
Hart-Kentucky,2013-14,Absent
Hart-Kentucky,2014-15,Absent
Hart-Kentucky,2015-16,Absent
Hart-Kentucky,2016-17,Absent
Hart-Kentucky,2017-18,Absent
Hart-Kentucky,2018-19,Absent
Hartford-Connecticut,2006-07,Absent
Hartford-Connecticut,2007-08,Absent
Hartford-Connecticut,2009-10,Absent
Hartford-Connecticut,2010-11,Absent
Hartford-Connecticut,2011-12,Absent
Hartford-Connecticut,2012-13,Absent
Hartford-Connecticut,2013-14,Absent
Hartford-Connecticut,2014-15,Absent
Hartford-Connecticut,2015-16,Absent
Hartford-Connecticut,2016-17,Absent
Hartford-Connecticut,2017-18,Absent
Hartford-Connecticut,2018-19,Absent
Hastings-Ontario,2006-07,Absent
Hastings-Ontario,2007-08,Absent
Hastings-Ontario,2008-09,Absent
Hastings-Ontario,2010-11,Absent
Hastings-Ontario,2011-12,Absent
Hastings-Ontario,2012-13,Absent
Hastings-Ontario,2013-14,Absent
Hastings-Ontario,2014-15,Absent
Hastings-Ontario,2015-16,Absent
Hastings-Ontario,2016-17,Absent
Hastings-Ontario,2017-18,Absent
Hastings-Ontario,2018-19,Absent
Hawkins-Tennessee,2006-07,Absent
Hawkins-Tennessee,2007-08,Absent
Hawkins-Tennessee,2008-09,Absent
Hawkins-Tennessee,2009-10,Absent
Hawkins-Tennessee,2010-11,Absent
Hawkins-Tennessee,2012-13,Absent
Hawkins-Tennessee,2013-14,Absent
Hawkins-Tennessee,2014-15,Absent
Hawkins-Tennessee,2015-16,Absent
Hawkins-Tennessee,2016-17,Absent
Hawkins-Tennessee,2017-18,Absent
Hawkins-Tennessee,2018-19,Absent
Hays-Texas,2006-07,Absent
Hays-Texas,2007-08,Absent
Hays-Texas,2008-09,Absent
Hays-Texas,2009-10,Absent
Hays-Texas,2010-11,Absent
Hays-Texas,2011-12,Absent
Hays-Texas,2012-13,Absent
Hays-Texas,2013-14,Absent
Hays-Texas,2014-15,Absent
Hays-Texas,2015-16,Absent
Hays-Texas,2016-17,Absent
Hays-Texas,2017-18,Absent
Haywood-North Carolina,2006-07,Absent
Haywood-North Carolina,2007-08,Absent
Haywood-North Carolina,2008-09,Absent
Haywood-North Carolina,2009-10,Absent
Haywood-North Carolina,2010-11,Absent
Haywood-North Carolina,2012-13,Absent
Haywood-North Carolina,2013-14,Absent
Haywood-North Carolina,2014-15,Absent
Haywood-North Carolina,2015-16,Absent
Haywood-North Carolina,2016-17,Absent
Haywood-North Carolina,2017-18,Absent
Haywood-North Carolina,2018-19,Absent
Hennepin-Minnesota,2006-07,Absent
Hennepin-Minnesota,2007-08,Absent
Hennepin-Minnesota,2008-09,Absent
Hennepin-Minnesota,2009-10,Absent
Hennepin-Minnesota,2010-11,Absent
Hennepin-Minnesota,2011-12,Absent
Hennepin-Minnesota,2012-13,Absent
Hennepin-Minnesota,2013-14,Absent
Hennepin-Minnesota,2014-15,Absent
Hennepin-Minnesota,2015-16,Absent
Hennepin-Minnesota,2017-18,Absent
Hennepin-Minnesota,2018-19,Absent
Hickman-Tennessee,2006-07,Absent
Hickman-Tennessee,2007-08,Absent
Hickman-Tennessee,2008-09,Absent
Hickman-Tennessee,2009-10,Absent
Hickman-Tennessee,2010-11,Absent
Hickman-Tennessee,2011-12,Absent
Hickman-Tennessee,2013-14,Absent
Hickman-Tennessee,2014-15,Absent
Hickman-Tennessee,2015-16,Absent
Hickman-Tennessee,2016-17,Absent
Hickman-Tennessee,2017-18,Absent
Hickman-Tennessee,2018-19,Absent
Hickory-Missouri,2006-07,Absent
Hickory-Missouri,2007-08,Absent
Hickory-Missouri,2008-09,Absent
Hickory-Missouri,2009-10,Absent
Hickory-Missouri,2010-11,Absent
Hickory-Missouri,2011-12,Absent
Hickory-Missouri,2012-13,Absent
Hickory-Missouri,2013-14,Absent
Hickory-Missouri,2015-16,Absent
Hickory-Missouri,2016-17,Absent
Hickory-Missouri,2017-18,Absent
Hickory-Missouri,2018-19,Absent
Highland-Virginia,2006-07,Absent
Highland-Virginia,2007-08,Absent
Highland-Virginia,2008-09,Absent
Highland-Virginia,2010-11,Absent
Highland-Virginia,2011-12,Absent
Highland-Virginia,2012-13,Absent
Highland-Virginia,2013-14,Absent
Highland-Virginia,2014-15,Absent
Highland-Virginia,2015-16,Absent
Highland-Virginia,2016-17,Absent
Highland-Virginia,2017-18,Absent
Highland-Virginia,2018-19,Absent
Hocking-Ohio,2006-07,Absent
Hocking-Ohio,2007-08,Absent
Hocking-Ohio,2008-09,Absent
Hocking-Ohio,2009-10,Absent
Hocking-Ohio,2010-11,Absent
Hocking-Ohio,2011-12,Absent
Hocking-Ohio,2012-13,Absent
Hocking-Ohio,2014-15,Absent
Hocking-Ohio,2015-16,Absent
Hocking-Ohio,2016-17,Absent
Hocking-Ohio,2017-18,Absent
Hocking-Ohio,2018-19,Absent
Houghton-Michigan,2006-07,Absent
Houghton-Michigan,2007-08,Absent
Houghton-Michigan,2008-09,Absent
Houghton-Michigan,2009-10,Absent
Houghton-Michigan,2010-11,Absent
Houghton-Michigan,2011-12,Absent
Houghton-Michigan,2012-13,Absent
Houghton-Michigan,2013-14,Absent
Houghton-Michigan,2015-16,Absent
Houghton-Michigan,2016-17,Absent
Houghton-Michigan,2017-18,Absent
Houghton-Michigan,2018-19,Absent
Houston-Tennessee,2006-07,Absent
Houston-Tennessee,2007-08,Absent
Houston-Tennessee,2008-09,Absent
Houston-Tennessee,2009-10,Absent
Houston-Tennessee,2010-11,Absent
Houston-Tennessee,2011-12,Absent
Houston-Tennessee,2013-14,Absent
Houston-Tennessee,2014-15,Absent
Houston-Tennessee,2015-16,Absent
Houston-Tennessee,2016-17,Absent
Houston-Tennessee,2017-18,Absent
Houston-Tennessee,2018-19,Absent
Howell-Missouri,2006-07,Absent
Howell-Missouri,2007-08,Absent
Howell-Missouri,2008-09,Absent
Howell-Missouri,2009-10,Absent
Howell-Missouri,2010-11,Absent
Howell-Missouri,2011-12,Absent
Howell-Missouri,2012-13,Absent
Howell-Missouri,2013-14,Absent
Howell-Missouri,2014-15,Absent
Howell-Missouri,2016-17,Absent
Howell-Missouri,2017-18,Absent
Howell-Missouri,2018-19,Absent
Humphreys-Tennessee,2006-07,Absent
Humphreys-Tennessee,2007-08,Absent
Humphreys-Tennessee,2008-09,Absent
Humphreys-Tennessee,2009-10,Absent
Humphreys-Tennessee,2010-11,Absent
Humphreys-Tennessee,2011-12,Absent
Humphreys-Tennessee,2012-13,Absent
Humphreys-Tennessee,2014-15,Absent
Humphreys-Tennessee,2015-16,Absent
Humphreys-Tennessee,2016-17,Absent
Humphreys-Tennessee,2017-18,Absent
Humphreys-Tennessee,2018-19,Absent
Huntingdon-Pennsylvania,2006-07,Absent
Huntingdon-Pennsylvania,2007-08,Absent
Huntingdon-Pennsylvania,2008-09,Absent
Huntingdon-Pennsylvania,2010-11,Absent
Huntingdon-Pennsylvania,2011-12,Absent
Huntingdon-Pennsylvania,2012-13,Absent
Huntingdon-Pennsylvania,2013-14,Absent
Huntingdon-Pennsylvania,2014-15,Absent
Huntingdon-Pennsylvania,2015-16,Absent
Huntingdon-Pennsylvania,2016-17,Absent
Huntingdon-Pennsylvania,2017-18,Absent
Huntingdon-Pennsylvania,2018-19,Absent
Independence-Arkansas,2006-07,Absent
Independence-Arkansas,2007-08,Absent
Independence-Arkansas,2008-09,Absent
Independence-Arkansas,2009-10,Absent
Independence-Arkansas,2010-11,Absent
Independence-Arkansas,2011-12,Absent
Independence-Arkansas,2012-13,Absent
Independence-Arkansas,2013-14,Absent
Independence-Arkansas,2015-16,Absent
Independence-Arkansas,2016-17,Absent
Independence-Arkansas,2017-18,Absent
Independence-Arkansas,2018-19,Absent
Inverness-Nova Scotia,2006-07,Absent
Inverness-Nova Scotia,2007-08,Absent
Inverness-Nova Scotia,2008-09,Absent
Inverness-Nova Scotia,2009-10,Absent
Inverness-Nova Scotia,2010-11,Absent
Inverness-Nova Scotia,2011-12,Absent
Inverness-Nova Scotia,2012-13,Absent
Inverness-Nova Scotia,2014-15,Absent
Inverness-Nova Scotia,2015-16,Absent
Inverness-Nova Scotia,2016-17,Absent
Inverness-Nova Scotia,2017-18,Absent
Inverness-Nova Scotia,2018-19,Absent
Iowa-Wisconsin,2006-07,Absent
Iowa-Wisconsin,2007-08,Absent
Iowa-Wisconsin,2008-09,Absent
Iowa-Wisconsin,2009-10,Absent
Iowa-Wisconsin,2010-11,Absent
Iowa-Wisconsin,2011-12,Absent
Iowa-Wisconsin,2012-13,Absent
Iowa-Wisconsin,2013-14,Absent
Iowa-Wisconsin,2014-15,Absent
Iowa-Wisconsin,2016-17,Absent
Iowa-Wisconsin,2017-18,Absent
Iowa-Wisconsin,2018-19,Absent
Iron-Missouri,2006-07,Absent
Iron-Missouri,2007-08,Absent
Iron-Missouri,2008-09,Absent
Iron-Missouri,2009-10,Absent
Iron-Missouri,2010-11,Absent
Iron-Missouri,2011-12,Absent
Iron-Missouri,2012-13,Absent
Iron-Missouri,2014-15,Absent
Iron-Missouri,2015-16,Absent
Iron-Missouri,2016-17,Absent
Iron-Missouri,2017-18,Absent
Iron-Missouri,2018-19,Absent
Iron-Wisconsin,2006-07,Absent
Iron-Wisconsin,2007-08,Absent
Iron-Wisconsin,2008-09,Absent
Iron-Wisconsin,2009-10,Absent
Iron-Wisconsin,2010-11,Absent
Iron-Wisconsin,2011-12,Absent
Iron-Wisconsin,2012-13,Absent
Iron-Wisconsin,2013-14,Absent
Iron-Wisconsin,2014-15,Absent
Iron-Wisconsin,2016-17,Absent
Iron-Wisconsin,2017-18,Absent
Iron-Wisconsin,2018-19,Absent
Itasca-Minnesota,2006-07,Absent
Itasca-Minnesota,2007-08,Absent
Itasca-Minnesota,2008-09,Absent
Itasca-Minnesota,2009-10,Absent
Itasca-Minnesota,2010-11,Absent
Itasca-Minnesota,2011-12,Absent
Itasca-Minnesota,2012-13,Absent
Itasca-Minnesota,2013-14,Absent
Itasca-Minnesota,2014-15,Absent
Itasca-Minnesota,2015-16,Absent
Itasca-Minnesota,2017-18,Absent
Itasca-Minnesota,2018-19,Absent
Izard-Arkansas,2006-07,Absent
Izard-Arkansas,2007-08,Absent
Izard-Arkansas,2008-09,Absent
Izard-Arkansas,2009-10,Absent
Izard-Arkansas,2010-11,Absent
Izard-Arkansas,2011-12,Absent
Izard-Arkansas,2012-13,Absent
Izard-Arkansas,2013-14,Absent
Izard-Arkansas,2014-15,Absent
Izard-Arkansas,2016-17,Absent
Izard-Arkansas,2017-18,Absent
Izard-Arkansas,2018-19,Absent
Jackson-Alabama,2006-07,Absent
Jackson-Alabama,2007-08,Absent
Jackson-Alabama,2008-09,Absent
Jackson-Alabama,2009-10,Absent
Jackson-Alabama,2010-11,Absent
Jackson-Alabama,2012-13,Absent
Jackson-Alabama,2013-14,Absent
Jackson-Alabama,2014-15,Absent
Jackson-Alabama,2015-16,Absent
Jackson-Alabama,2016-17,Absent
Jackson-Alabama,2017-18,Absent
Jackson-Alabama,2018-19,Absent
Jackson-Illinois,2006-07,Absent
Jackson-Illinois,2007-08,Absent
Jackson-Illinois,2008-09,Absent
Jackson-Illinois,2009-10,Absent
Jackson-Illinois,2010-11,Absent
Jackson-Illinois,2011-12,Absent
Jackson-Illinois,2012-13,Absent
Jackson-Illinois,2013-14,Absent
Jackson-Illinois,2015-16,Absent
Jackson-Illinois,2016-17,Absent
Jackson-Illinois,2017-18,Absent
Jackson-Illinois,2018-19,Absent
Jackson-Iowa,2006-07,Absent
Jackson-Iowa,2007-08,Absent
Jackson-Iowa,2008-09,Absent
Jackson-Iowa,2009-10,Absent
Jackson-Iowa,2010-11,Absent
Jackson-Iowa,2011-12,Absent
Jackson-Iowa,2012-13,Absent
Jackson-Iowa,2013-14,Absent
Jackson-Iowa,2014-15,Absent
Jackson-Iowa,2016-17,Absent
Jackson-Iowa,2017-18,Absent
Jackson-Iowa,2018-19,Absent
Jackson-Kentucky,2006-07,Absent
Jackson-Kentucky,2007-08,Absent
Jackson-Kentucky,2008-09,Absent
Jackson-Kentucky,2009-10,Absent
Jackson-Kentucky,2010-11,Absent
Jackson-Kentucky,2011-12,Absent
Jackson-Kentucky,2013-14,Absent
Jackson-Kentucky,2014-15,Absent
Jackson-Kentucky,2015-16,Absent
Jackson-Kentucky,2016-17,Absent
Jackson-Kentucky,2017-18,Absent
Jackson-Kentucky,2018-19,Absent
Jackson-Missouri,2006-07,Absent
Jackson-Missouri,2007-08,Absent
Jackson-Missouri,2008-09,Absent
Jackson-Missouri,2009-10,Absent
Jackson-Missouri,2010-11,Absent
Jackson-Missouri,2011-12,Absent
Jackson-Missouri,2012-13,Absent
Jackson-Missouri,2014-15,Absent
Jackson-Missouri,2015-16,Absent
Jackson-Missouri,2016-17,Absent
Jackson-Missouri,2017-18,Absent
Jackson-Missouri,2018-19,Absent
Jackson-North Carolina,2006-07,Absent
Jackson-North Carolina,2007-08,Absent
Jackson-North Carolina,2008-09,Absent
Jackson-North Carolina,2009-10,Absent
Jackson-North Carolina,2010-11,Absent
Jackson-North Carolina,2011-12,Absent
Jackson-North Carolina,2012-13,Absent
Jackson-North Carolina,2014-15,Absent
Jackson-North Carolina,2015-16,Absent
Jackson-North Carolina,2016-17,Absent
Jackson-North Carolina,2017-18,Absent
Jackson-North Carolina,2018-19,Absent
Jackson-Ohio,2006-07,Absent
Jackson-Ohio,2007-08,Absent
Jackson-Ohio,2008-09,Absent
Jackson-Ohio,2009-10,Absent
Jackson-Ohio,2010-11,Absent
Jackson-Ohio,2011-12,Absent
Jackson-Ohio,2013-14,Absent
Jackson-Ohio,2014-15,Absent
Jackson-Ohio,2015-16,Absent
Jackson-Ohio,2016-17,Absent
Jackson-Ohio,2017-18,Absent
Jackson-Ohio,2018-19,Absent
Jackson-South Dakota,2006-07,Absent
Jackson-South Dakota,2007-08,Absent
Jackson-South Dakota,2008-09,Absent
Jackson-South Dakota,2009-10,Absent
Jackson-South Dakota,2010-11,Absent
Jackson-South Dakota,2011-12,Absent
Jackson-South Dakota,2012-13,Absent
Jackson-South Dakota,2013-14,Absent
Jackson-South Dakota,2014-15,Absent
Jackson-South Dakota,2015-16,Absent
Jackson-South Dakota,2016-17,Absent
Jackson-South Dakota,2018-19,Absent
Jackson-Tennessee,2006-07,Absent
Jackson-Tennessee,2007-08,Absent
Jackson-Tennessee,2008-09,Absent
Jackson-Tennessee,2009-10,Absent
Jackson-Tennessee,2010-11,Absent
Jackson-Tennessee,2011-12,Absent
Jackson-Tennessee,2013-14,Absent
Jackson-Tennessee,2014-15,Absent
Jackson-Tennessee,2015-16,Absent
Jackson-Tennessee,2016-17,Absent
Jackson-Tennessee,2017-18,Absent
Jackson-Tennessee,2018-19,Absent
Jackson-Wisconsin,2006-07,Absent
Jackson-Wisconsin,2007-08,Absent
Jackson-Wisconsin,2008-09,Absent
Jackson-Wisconsin,2009-10,Absent
Jackson-Wisconsin,2010-11,Absent
Jackson-Wisconsin,2011-12,Absent
Jackson-Wisconsin,2012-13,Absent
Jackson-Wisconsin,2013-14,Absent
Jackson-Wisconsin,2014-15,Absent
Jackson-Wisconsin,2015-16,Absent
Jackson-Wisconsin,2017-18,Absent
Jackson-Wisconsin,2018-19,Absent
Jasper-Iowa,2006-07,Absent
Jasper-Iowa,2007-08,Absent
Jasper-Iowa,2008-09,Absent
Jasper-Iowa,2009-10,Absent
Jasper-Iowa,2010-11,Absent
Jasper-Iowa,2011-12,Absent
Jasper-Iowa,2012-13,Absent
Jasper-Iowa,2013-14,Absent
Jasper-Iowa,2014-15,Absent
Jasper-Iowa,2016-17,Absent
Jasper-Iowa,2017-18,Absent
Jasper-Iowa,2018-19,Absent
Jasper-Mississippi,2006-07,Absent
Jasper-Mississippi,2007-08,Absent
Jasper-Mississippi,2008-09,Absent
Jasper-Mississippi,2009-10,Absent
Jasper-Mississippi,2010-11,Absent
Jasper-Mississippi,2011-12,Absent
Jasper-Mississippi,2012-13,Absent
Jasper-Mississippi,2014-15,Absent
Jasper-Mississippi,2015-16,Absent
Jasper-Mississippi,2016-17,Absent
Jasper-Mississippi,2017-18,Absent
Jasper-Mississippi,2018-19,Absent
Jefferson-Indiana,2006-07,Absent
Jefferson-Indiana,2007-08,Absent
Jefferson-Indiana,2008-09,Absent
Jefferson-Indiana,2009-10,Absent
Jefferson-Indiana,2010-11,Absent
Jefferson-Indiana,2012-13,Absent
Jefferson-Indiana,2013-14,Absent
Jefferson-Indiana,2014-15,Absent
Jefferson-Indiana,2015-16,Absent
Jefferson-Indiana,2016-17,Absent
Jefferson-Indiana,2017-18,Absent
Jefferson-Indiana,2018-19,Absent
Jefferson-Missouri,2006-07,Absent
Jefferson-Missouri,2007-08,Absent
Jefferson-Missouri,2008-09,Absent
Jefferson-Missouri,2009-10,Absent
Jefferson-Missouri,2010-11,Absent
Jefferson-Missouri,2011-12,Absent
Jefferson-Missouri,2013-14,Absent
Jefferson-Missouri,2014-15,Absent
Jefferson-Missouri,2015-16,Absent
Jefferson-Missouri,2016-17,Absent
Jefferson-Missouri,2017-18,Absent
Jefferson-Missouri,2018-19,Absent
Jefferson-New York,2006-07,Absent
Jefferson-New York,2008-09,Absent
Jefferson-New York,2009-10,Absent
Jefferson-New York,2010-11,Absent
Jefferson-New York,2011-12,Absent
Jefferson-New York,2012-13,Absent
Jefferson-New York,2013-14,Absent
Jefferson-New York,2014-15,Absent
Jefferson-New York,2015-16,Absent
Jefferson-New York,2016-17,Absent
Jefferson-New York,2017-18,Absent
Jefferson-New York,2018-19,Absent
Jefferson-Ohio,2006-07,Absent
Jefferson-Ohio,2007-08,Absent
Jefferson-Ohio,2008-09,Absent
Jefferson-Ohio,2009-10,Absent
Jefferson-Ohio,2010-11,Absent
Jefferson-Ohio,2011-12,Absent
Jefferson-Ohio,2013-14,Absent
Jefferson-Ohio,2014-15,Absent
Jefferson-Ohio,2015-16,Absent
Jefferson-Ohio,2016-17,Absent
Jefferson-Ohio,2017-18,Absent
Jefferson-Ohio,2018-19,Absent
Jefferson-Pennsylvania,2006-07,Absent
Jefferson-Pennsylvania,2007-08,Absent
Jefferson-Pennsylvania,2008-09,Absent
Jefferson-Pennsylvania,2009-10,Absent
Jefferson-Pennsylvania,2010-11,Absent
Jefferson-Pennsylvania,2012-13,Absent
Jefferson-Pennsylvania,2013-14,Absent
Jefferson-Pennsylvania,2014-15,Absent
Jefferson-Pennsylvania,2015-16,Absent
Jefferson-Pennsylvania,2016-17,Absent
Jefferson-Pennsylvania,2017-18,Absent
Jefferson-Pennsylvania,2018-19,Absent
Jefferson-West Virginia,2006-07,Absent
Jefferson-West Virginia,2007-08,Absent
Jefferson-West Virginia,2008-09,Absent
Jefferson-West Virginia,2010-11,Absent
Jefferson-West Virginia,2011-12,Absent
Jefferson-West Virginia,2012-13,Absent
Jefferson-West Virginia,2013-14,Absent
Jefferson-West Virginia,2014-15,Absent
Jefferson-West Virginia,2015-16,Absent
Jefferson-West Virginia,2016-17,Absent
Jefferson-West Virginia,2017-18,Absent
Jefferson-West Virginia,2018-19,Absent
Jennings-Indiana,2006-07,Absent
Jennings-Indiana,2007-08,Absent
Jennings-Indiana,2008-09,Absent
Jennings-Indiana,2009-10,Absent
Jennings-Indiana,2010-11,Absent
Jennings-Indiana,2011-12,Absent
Jennings-Indiana,2013-14,Absent
Jennings-Indiana,2014-15,Absent
Jennings-Indiana,2015-16,Absent
Jennings-Indiana,2016-17,Absent
Jennings-Indiana,2017-18,Absent
Jennings-Indiana,2018-19,Absent
Jo Daviess-Illinois,2006-07,Absent
Jo Daviess-Illinois,2007-08,Absent
Jo Daviess-Illinois,2008-09,Absent
Jo Daviess-Illinois,2009-10,Absent
Jo Daviess-Illinois,2010-11,Absent
Jo Daviess-Illinois,2011-12,Absent
Jo Daviess-Illinois,2012-13,Absent
Jo Daviess-Illinois,2013-14,Absent
Jo Daviess-Illinois,2014-15,Absent
Jo Daviess-Illinois,2016-17,Absent
Jo Daviess-Illinois,2017-18,Absent
Jo Daviess-Illinois,2018-19,Absent
Johnson-Illinois,2006-07,Absent
Johnson-Illinois,2007-08,Absent
Johnson-Illinois,2008-09,Absent
Johnson-Illinois,2009-10,Absent
Johnson-Illinois,2010-11,Absent
Johnson-Illinois,2011-12,Absent
Johnson-Illinois,2012-13,Absent
Johnson-Illinois,2013-14,Absent
Johnson-Illinois,2015-16,Absent
Johnson-Illinois,2016-17,Absent
Johnson-Illinois,2017-18,Absent
Johnson-Illinois,2018-19,Absent
Juneau-Wisconsin,2006-07,Absent
Juneau-Wisconsin,2007-08,Absent
Juneau-Wisconsin,2008-09,Absent
Juneau-Wisconsin,2009-10,Absent
Juneau-Wisconsin,2010-11,Absent
Juneau-Wisconsin,2011-12,Absent
Juneau-Wisconsin,2012-13,Absent
Juneau-Wisconsin,2013-14,Absent
Juneau-Wisconsin,2014-15,Absent
Juneau-Wisconsin,2015-16,Absent
Juneau-Wisconsin,2017-18,Absent
Juneau-Wisconsin,2018-19,Absent
Kendall-Texas,2006-07,Absent
Kendall-Texas,2007-08,Absent
Kendall-Texas,2008-09,Absent
Kendall-Texas,2009-10,Absent
Kendall-Texas,2010-11,Absent
Kendall-Texas,2011-12,Absent
Kendall-Texas,2012-13,Absent
Kendall-Texas,2013-14,Absent
Kendall-Texas,2014-15,Absent
Kendall-Texas,2015-16,Absent
Kendall-Texas,2016-17,Absent
Kendall-Texas,2018-19,Absent
Kenora District-Ontario,2006-07,Absent
Kenora District-Ontario,2007-08,Absent
Kenora District-Ontario,2008-09,Absent
Kenora District-Ontario,2009-10,Absent
Kenora District-Ontario,2010-11,Absent
Kenora District-Ontario,2011-12,Absent
Kenora District-Ontario,2012-13,Absent
Kenora District-Ontario,2013-14,Absent
Kenora District-Ontario,2014-15,Absent
Kenora District-Ontario,2015-16,Absent
Kenora District-Ontario,2017-18,Absent
Kenora District-Ontario,2018-19,Absent
Kent-New Brunswick,2006-07,Absent
Kent-New Brunswick,2007-08,Absent
Kent-New Brunswick,2008-09,Absent
Kent-New Brunswick,2009-10,Absent
Kent-New Brunswick,2010-11,Absent
Kent-New Brunswick,2011-12,Absent
Kent-New Brunswick,2012-13,Absent
Kent-New Brunswick,2014-15,Absent
Kent-New Brunswick,2015-16,Absent
Kent-New Brunswick,2016-17,Absent
Kent-New Brunswick,2017-18,Absent
Kent-New Brunswick,2018-19,Absent
Kerr-Texas,2006-07,Absent
Kerr-Texas,2007-08,Absent
Kerr-Texas,2008-09,Absent
Kerr-Texas,2009-10,Absent
Kerr-Texas,2010-11,Absent
Kerr-Texas,2011-12,Absent
Kerr-Texas,2012-13,Absent
Kerr-Texas,2013-14,Absent
Kerr-Texas,2014-15,Absent
Kerr-Texas,2015-16,Absent
Kerr-Texas,2016-17,Absent
Kerr-Texas,2017-18,Absent
Keweenaw-Michigan,2006-07,Absent
Keweenaw-Michigan,2007-08,Absent
Keweenaw-Michigan,2008-09,Absent
Keweenaw-Michigan,2009-10,Absent
Keweenaw-Michigan,2010-11,Absent
Keweenaw-Michigan,2011-12,Absent
Keweenaw-Michigan,2012-13,Absent
Keweenaw-Michigan,2014-15,Absent
Keweenaw-Michigan,2015-16,Absent
Keweenaw-Michigan,2016-17,Absent
Keweenaw-Michigan,2017-18,Absent
Keweenaw-Michigan,2018-19,Absent
King-Texas,2006-07,Absent
King-Texas,2007-08,Absent
King-Texas,2008-09,Absent
King-Texas,2009-10,Absent
King-Texas,2010-11,Absent
King-Texas,2011-12,Absent
King-Texas,2012-13,Absent
King-Texas,2013-14,Absent
King-Texas,2014-15,Absent
King-Texas,2015-16,Absent
King-Texas,2017-18,Absent
King-Texas,2018-19,Absent
Kings-New Brunswick,2006-07,Absent
Kings-New Brunswick,2007-08,Absent
Kings-New Brunswick,2008-09,Absent
Kings-New Brunswick,2009-10,Absent
Kings-New Brunswick,2010-11,Absent
Kings-New Brunswick,2012-13,Absent
Kings-New Brunswick,2013-14,Absent
Kings-New Brunswick,2014-15,Absent
Kings-New Brunswick,2015-16,Absent
Kings-New Brunswick,2016-17,Absent
Kings-New Brunswick,2017-18,Absent
Kings-New Brunswick,2018-19,Absent
Kings-Nova Scotia,2006-07,Absent
Kings-Nova Scotia,2007-08,Absent
Kings-Nova Scotia,2008-09,Absent
Kings-Nova Scotia,2009-10,Absent
Kings-Nova Scotia,2011-12,Absent
Kings-Nova Scotia,2012-13,Absent
Kings-Nova Scotia,2013-14,Absent
Kings-Nova Scotia,2014-15,Absent
Kings-Nova Scotia,2015-16,Absent
Kings-Nova Scotia,2016-17,Absent
Kings-Nova Scotia,2017-18,Absent
Kings-Nova Scotia,2018-19,Absent
