Site,Latitude,Longitude,Date,Day Number,Year,Cavebat Species Passes,Myotis Species Passes,Eptesicus fuscus Passes,Lasiurus borealis Passes,Lasiurus cinereus Passes,Lasionycteris noctivagans Passes,Myotis leibii Passes,Myotis lucifugus Passes,Myotis septentrionalis Passes,Myotis sodalis Passes,Perimyotis subflavus Passes,No Species Identified,Distance to Hibernacula (km),Hibernacula Entrance (1) or Landscape (0),Maximum Daily Temperature (Celsius),Mean Daily Temperature (Celsius),Minimum Daily Temperature (Celsius),Change in Maximum Daily Temperature from Previous Day (Celsius),Change in Mean Daily Temperature from Previous Day (Celsius),Change in Minimum Daily Temperature from Previous Day (Celsius),Maximum Daily Wind Speed (KPH),Mean Daily Wind Speed (KPH),Change in Maximum Daily Wind Speed from Previous Day (KPH),Change in Mean Daily Wind Speed from Previous Day (KPH),Daily Precipitation (cm),Change in Daily Precipitation from Previous Day (cm),Binary Precipitation,Change in Binary Precipitation from Previous Day
Starr Chapel 1-1,38.176347,-79.762344,4/19/2017,109,2017,0,0,0,0,1,0,0,0,0,0,0,2,1,0,12.78,8.89,5,3.85,3.85,3.85,24.14016,14.484096,-1.609344,-3.218688,0,0,0,0
Starr Chapel 1-1,38.176347,-79.762344,4/20/2017,110,2017,0,0,0,0,3,1,0,0,0,0,0,3,1,0,21.67,16.67,11.67,-8.8,-7.7,-6.6,37.014912,19.312128,-12.874752,-4.828032,0,0,0,0
Starr Chapel 1-1,38.176347,-79.762344,4/21/2017,111,2017,0,0,0,0,5,0,0,0,0,0,0,1,1,0,21.67,18.33,15,0,-1.65,-3.3,35.405568,22.530816,1.609344,-3.218688,0.0762,-0.0762,1,0
Starr Chapel 1-1,38.176347,-79.762344,4/22/2017,112,2017,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.89,9.44,5,7.7,8.8,9.9,19.312128,4.828032,16.09344,17.702784,1.905,-1.8288,1,1
Starr Chapel 1-1,38.176347,-79.762344,4/28/2017,118,2017,4,2,2,0,0,0,0,0,1,1,0,1,1,0,21.67,16.67,11.67,-1.1,0,1.1,22.530816,14.484096,9.656064,1.609344,0,0.381,0,1
Starr Chapel 1-1,38.176347,-79.762344,4/25/2017,115,2017,0,0,0,0,2,0,0,0,0,0,0,2,1,0,7.78,3.33,1.67,-2.2,0,0,27.358848,19.312128,4.828032,1.609344,0.0762,3.0226,1,1
Starr Chapel 1-1,38.176347,-79.762344,4/26/2017,116,2017,0,0,0,0,5,6,0,0,0,0,0,5,1,0,21.67,15.56,8.89,-13.75,-12.1,-7.15,20.921472,9.656064,6.437376,9.656064,0,0.0762,0,1
Starr Chapel 1-1,38.176347,-79.762344,4/27/2017,117,2017,1,1,0,0,2,0,1,0,0,0,0,1,1,0,20.56,16.67,12.78,1.1,-1.1,-3.85,32.18688,16.09344,-11.265408,-6.437376,0.381,-0.381,1,0
Starr Chapel 1-1,38.176347,-79.762344,4/18/2017,108,2017,7,6,0,2,0,1,0,4,0,2,1,5,1,0,16.67,12.78,8.89,-1.1,0.55,2.75,22.530816,11.265408,11.265408,6.437376,0,0.5588,0,1
Starr Chapel 1-1,38.176347,-79.762344,4/29/2017,119,2017,3,1,2,0,4,0,0,1,0,0,0,3,1,0,25.56,21.11,16.67,-3.85,-4.4,-4.95,33.796224,16.09344,-11.265408,-1.609344,0,0,0,0
Starr Chapel 1-1,38.176347,-79.762344,4/30/2017,120,2017,2,2,0,1,11,2,0,1,0,1,0,3,1,0,23.89,20,16.67,1.65,1.1,0,27.358848,11.265408,6.437376,4.828032,0,0,0,0
Starr Chapel 1-1,38.176347,-79.762344,5/1/2017,121,2017,1,0,1,1,6,8,0,0,0,0,0,2,1,0,16.67,13.33,10.56,7.15,6.6,6.05,32.18688,17.702784,-4.828032,-6.437376,0.7112,-0.7112,1,0
Starr Chapel 1-1,38.176347,-79.762344,4/17/2017,107,2017,4,4,0,0,0,0,0,3,0,1,0,0,1,0,15.56,13.33,11.67,4.95,3.85,2.2,33.796224,17.702784,1.609344,6.437376,0.5588,-0.2794,1,1
Starr Chapel 1-2,38.156884,-79.756946,3/10/2016,70,2016,26,2,5,59,4,1019,0,2,0,0,19,169,1,0,20.56,16.67,12.78,-1.65,-2.2,-2.75,27.358848,14.484096,-3.218688,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/11/2016,71,2016,139,2,6,14,0,1258,0,2,0,0,131,57,1,0,17.78,15,12.22,2.75,1.65,0.55,33.796224,14.484096,-6.437376,0,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/12/2016,72,2016,126,1,12,2,0,1456,0,1,0,0,113,86,1,0,16.11,12.78,9.44,1.65,2.2,2.75,20.921472,6.437376,12.874752,8.04672,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/14/2016,74,2016,10,0,0,0,5,178,0,0,0,0,10,6,1,0,14.44,12.22,9.44,2.75,1.1,0.55,19.312128,9.656064,3.218688,3.218688,0.6858,0.0254,1,1
Starr Chapel 1-2,38.156884,-79.756946,3/29/2016,89,2016,1,0,0,1,0,3,0,0,0,0,1,2,1,0,11.11,6.67,1.67,0,1.1,2.2,40.2336,22.530816,17.702784,4.828032,0,0.2032,0,1
Starr Chapel 1-2,38.156884,-79.756946,3/15/2016,75,2016,17,1,0,0,0,323,0,1,0,0,16,5,1,0,16.11,12.22,8.89,-1.65,0,0.55,32.18688,12.874752,-12.874752,-3.218688,0.4826,0.2032,1,1
Starr Chapel 1-2,38.156884,-79.756946,3/16/2016,76,2016,57,0,12,0,0,330,0,0,0,0,45,35,1,0,20.56,15.56,10,-4.4,-3.3,-1.1,40.2336,20.921472,-8.04672,-8.04672,0,0.4826,0,1
Starr Chapel 1-2,38.156884,-79.756946,3/13/2016,73,2016,1,0,0,0,0,5,0,0,0,0,1,1,1,0,17.22,13.33,10,-1.1,-0.55,-0.55,22.530816,12.874752,-1.609344,-6.437376,0.7112,-0.7112,1,0
Starr Chapel 1-2,38.156884,-79.756946,3/18/2016,78,2016,30,2,0,1,0,0,0,2,0,0,28,10,1,0,12.22,7.78,3.89,1.65,2.2,2.2,33.796224,17.702784,3.218688,0,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/19/2016,79,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.11,3.89,0,6.05,3.85,3.85,20.921472,11.265408,12.874752,6.437376,0.1778,-0.1778,1,0
Starr Chapel 1-2,38.156884,-79.756946,3/20/2016,80,2016,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1.11,-1.11,-2.78,4.95,4.95,2.75,20.921472,3.218688,0,8.04672,0.1778,0,1,1
Starr Chapel 1-2,38.156884,-79.756946,3/17/2016,77,2016,53,0,0,1,0,0,0,0,0,0,53,17,1,0,13.89,10,6.11,6.6,5.5,3.85,37.014912,17.702784,3.218688,3.218688,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/9/2016,69,2016,6,0,3,0,1,142,0,0,0,0,3,4,1,0,18.89,14.44,10,-0.55,0,0,24.14016,9.656064,8.04672,8.04672,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/23/2016,83,2016,4,1,2,0,8,151,0,1,0,0,1,7,1,0,17.78,12.78,7.78,-4.4,-6.05,-7.7,35.405568,27.358848,-3.218688,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/24/2016,84,2016,2,0,1,0,18,163,0,0,0,0,1,14,1,0,18.89,13.89,8.89,-1.1,-1.1,-1.1,28.968192,20.921472,6.437376,6.437376,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/25/2016,85,2016,1,1,0,0,4,0,0,1,0,0,0,0,1,0,13.33,7.78,2.22,5.5,6.05,6.6,37.014912,20.921472,-8.04672,0,0.7366,-0.7366,1,0
Starr Chapel 1-2,38.156884,-79.756946,3/26/2016,86,2016,1,0,0,0,1,4,0,0,0,0,1,1,1,0,11.67,6.67,1.11,1.65,1.1,1.1,24.14016,12.874752,12.874752,8.04672,0,0.7366,0,1
Starr Chapel 1-2,38.156884,-79.756946,3/29/2017,88,2017,13,10,1,3,0,230,0,5,1,4,2,24,1,0,17.78,12.22,6.67,-2.2,0.55,3.3,25.749504,11.265408,9.656064,4.828032,0,0.635,0,1
Starr Chapel 1-2,38.156884,-79.756946,3/30/2017,89,2017,5,2,0,2,3,40,0,2,0,0,3,14,1,0,10,6.67,3.89,7.7,5.5,2.75,24.14016,16.09344,1.609344,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/31/2017,90,2017,1,0,0,0,1,2,0,0,0,0,1,0,1,0,12.78,8.89,5.56,-2.75,-2.2,-1.65,46.670976,17.702784,-22.530816,-1.609344,3.302,-3.302,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/1/2017,91,2017,1,1,0,0,0,0,0,1,0,0,0,0,1,0,6.67,4.44,1.67,6.05,4.4,3.85,51.499008,33.796224,-4.828032,-16.09344,0,3.302,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/2/2017,92,2017,12,9,2,0,5,147,0,8,1,0,1,18,1,0,12.78,6.67,0,-6.05,-2.2,1.65,28.968192,17.702784,22.530816,16.09344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/3/2017,93,2017,0,0,0,0,5,37,0,0,0,0,0,1,1,0,11.67,8.89,5.56,1.1,-2.2,-5.5,25.749504,17.702784,3.218688,0,1.4224,-1.4224,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/4/2017,94,2017,21,9,7,3,24,279,1,3,0,5,5,26,1,0,16.67,13.33,10,-4.95,-4.4,-4.4,45.061632,24.14016,-19.312128,-6.437376,0.4572,0.9652,1,1
Starr Chapel 1-2,38.156884,-79.756946,3/21/2016,81,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.33,-0.56,-4.44,-2.2,-0.55,1.65,41.842944,25.749504,-20.921472,-22.530816,0,0.1778,0,1
Starr Chapel 1-2,38.156884,-79.756946,3/22/2016,82,2016,3,2,0,1,4,9,0,2,0,0,1,2,1,0,13.33,6.67,0,-9.9,-7.15,-4.4,32.18688,22.530816,9.656064,3.218688,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/25/2017,84,2017,6,3,3,1,1,822,0,3,0,0,0,12,1,0,17.78,14.44,10.56,-1.1,-5.5,-9.9,28.968192,17.702784,-3.218688,1.609344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,3/26/2017,85,2017,6,3,1,0,2,280,2,0,0,1,2,13,1,0,13.89,11.11,8.89,3.85,3.3,1.65,27.358848,9.656064,1.609344,8.04672,0.1778,-0.1778,1,0
Starr Chapel 1-2,38.156884,-79.756946,3/27/2017,86,2017,9,1,8,1,4,499,0,1,0,0,0,40,1,0,18.89,14.44,10,-4.95,-3.3,-1.1,28.968192,16.09344,-1.609344,-6.437376,0.2794,-0.1016,1,1
Starr Chapel 1-2,38.156884,-79.756946,3/28/2017,87,2017,5,2,2,2,2,496,0,2,0,0,1,15,1,0,15.56,12.78,10,3.3,1.65,0,35.405568,16.09344,-6.437376,0,0.635,-0.3556,1,1
Starr Chapel 1-2,38.156884,-79.756946,4/11/2017,101,2017,63,6,19,7,29,197,0,5,0,1,38,51,1,0,22.78,17.78,12.78,-2.2,-2.2,-2.2,35.405568,20.921472,-11.265408,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/12/2017,102,2017,58,7,15,12,15,184,0,5,1,1,36,40,1,0,18.89,14.44,10,3.85,3.3,2.75,33.796224,19.312128,1.609344,1.609344,0.0254,-0.0254,1,0
Starr Chapel 1-2,38.156884,-79.756946,3/30/2016,90,2016,5,1,0,4,6,83,0,1,0,0,4,5,1,0,12.78,7.78,2.22,-1.65,-1.1,-0.55,24.14016,11.265408,16.09344,11.265408,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/4/2016,95,2016,2,0,0,0,10,0,0,0,0,0,2,1,1,0,17.78,11.11,3.89,-9.35,-9.9,-9.35,48.28032,33.796224,16.09344,6.437376,0.127,-0.127,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/5/2016,96,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.89,-1.11,-6.67,13.75,12.1,10.45,38.624256,20.921472,9.656064,12.874752,0,0.127,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/6/2016,97,2016,0,0,0,0,6,0,0,0,0,0,0,2,1,0,7.78,2.22,-3.33,-3.85,-3.3,-3.3,32.18688,16.09344,6.437376,4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/7/2016,98,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.22,3.33,-1.11,0.55,-1.1,-2.2,53.108352,27.358848,-20.921472,-11.265408,0.3302,-0.3302,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/5/2017,95,2017,30,2,28,9,13,372,1,0,0,1,0,44,1,0,16.67,12.22,7.78,0,1.1,2.2,32.18688,19.312128,12.874752,4.828032,0,0.4572,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/6/2017,96,2017,0,0,0,0,1,0,0,0,0,0,0,1,1,0,11.67,5.56,0,4.95,6.6,7.7,62.764416,24.14016,-30.577536,-4.828032,2.2606,-2.2606,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/7/2017,97,2017,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.11,-2.22,11.55,6.6,2.2,54.717696,43.452288,8.04672,-19.312128,0,2.2606,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/8/2017,98,2017,6,1,4,16,1,0,0,1,0,0,1,7,1,0,11.67,5.56,0,-11.55,-6.6,-2.2,46.670976,27.358848,8.04672,16.09344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/9/2017,99,2017,20,0,14,9,4,151,0,0,0,0,6,25,1,0,15.56,10,5,-3.85,-4.4,-4.95,24.14016,11.265408,22.530816,16.09344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/10/2017,100,2017,55,1,8,3,11,152,0,1,0,0,46,22,1,0,20.56,15.56,10.56,-4.95,-5.5,-5.5,24.14016,16.09344,0,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/19/2016,110,2016,9,1,3,10,6,136,0,1,0,0,5,21,1,0,23.33,18.89,15,1.1,-0.55,-2.75,28.968192,14.484096,-8.04672,-6.437376,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/20/2016,111,2016,3,2,0,3,2,68,0,2,0,0,1,11,1,0,17.78,12.78,7.78,5.5,6.05,7.15,22.530816,12.874752,6.437376,1.609344,0.254,-0.254,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/27/2017,117,2017,11,4,0,1,17,70,1,1,2,0,7,14,1,0,20.56,16.67,12.78,1.1,-1.1,-3.85,32.18688,16.09344,-11.265408,-6.437376,0.381,-0.381,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/28/2017,118,2017,60,2,6,1,32,122,0,2,0,0,52,20,1,0,21.67,16.67,11.67,-1.1,0,1.1,22.530816,14.484096,9.656064,1.609344,0,0.381,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/29/2017,119,2017,36,2,4,1,24,108,0,2,0,0,30,23,1,0,25.56,21.11,16.67,-3.85,-4.4,-4.95,33.796224,16.09344,-11.265408,-1.609344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/30/2017,120,2017,55,2,4,3,47,211,0,1,0,1,49,38,1,0,23.89,20,16.67,1.65,1.1,0,27.358848,11.265408,6.437376,4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,5/1/2017,121,2017,64,4,2,5,63,43,0,2,0,2,58,34,1,0,16.67,13.33,10.56,7.15,6.6,6.05,32.18688,17.702784,-4.828032,-6.437376,0.7112,-0.7112,1,0
Starr Chapel 1-2,38.156884,-79.756946,5/2/2017,122,2017,71,9,4,6,33,32,0,5,0,4,58,19,1,0,15.56,11.67,7.78,1.1,1.65,2.75,57.936384,33.796224,-25.749504,-16.09344,0,0.7112,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/8/2016,99,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1.11,-2.78,2.2,2.2,1.65,51.499008,32.18688,1.609344,-4.828032,0,0.3302,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/9/2016,100,2016,0,0,0,0,3,0,0,0,0,0,0,1,1,0,-1.11,-3.33,-6.11,6.05,4.4,3.3,48.28032,30.577536,3.218688,1.609344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/10/2016,101,2016,0,0,0,0,5,0,0,0,0,0,0,0,1,0,8.33,0,-7.78,-9.35,-3.3,1.65,27.358848,12.874752,20.921472,17.702784,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/11/2016,102,2016,19,4,8,4,13,224,0,3,0,1,7,28,1,0,18.33,11.11,3.89,-9.9,-11,-11.55,32.18688,17.702784,-4.828032,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/12/2016,103,2016,22,2,20,0,1,47,0,2,0,0,0,21,1,0,12.22,7.78,3.89,6.05,3.3,0,32.18688,22.530816,0,-4.828032,0.0254,-0.0254,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/15/2016,106,2016,7,2,2,0,1,93,0,1,1,0,3,7,1,0,13.89,7.78,2.22,0,0.55,0.55,20.921472,12.874752,-1.609344,-1.609344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/16/2016,107,2016,9,1,7,7,9,124,0,1,0,0,1,7,1,0,16.67,9.44,2.78,-2.75,-1.65,-0.55,14.484096,9.656064,6.437376,3.218688,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/26/2017,116,2017,120,4,6,10,22,60,0,4,0,0,110,47,1,0,21.67,15.56,8.89,-13.75,-12.1,-7.15,20.921472,9.656064,6.437376,9.656064,0,0.0762,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/13/2017,103,2017,65,3,20,6,28,160,0,1,0,2,42,34,1,0,20,15,10,-1.1,-0.55,0,16.09344,9.656064,17.702784,9.656064,0,0.0254,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/14/2017,104,2017,68,4,6,7,17,162,0,4,0,0,58,27,1,0,20,13.89,7.78,0,1.1,2.2,14.484096,8.04672,1.609344,1.609344,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/15/2017,105,2017,50,9,3,7,36,69,0,6,0,3,38,38,1,0,21.67,16.11,10.56,-1.65,-2.2,-2.75,27.358848,8.04672,-12.874752,0,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/16/2017,106,2017,36,6,3,4,31,102,0,6,0,0,27,35,1,0,20.56,17.22,13.89,1.1,-1.1,-3.3,35.405568,24.14016,-8.04672,-16.09344,0.2794,-0.2794,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/17/2017,107,2017,37,6,5,3,36,170,0,2,0,4,26,18,1,0,15.56,13.33,11.67,4.95,3.85,2.2,33.796224,17.702784,1.609344,6.437376,0.5588,-0.2794,1,1
Starr Chapel 1-2,38.156884,-79.756946,4/21/2017,111,2017,81,12,2,1,16,152,0,11,0,1,67,38,1,0,21.67,18.33,15,0,-1.65,-3.3,35.405568,22.530816,1.609344,-3.218688,0.0762,-0.0762,1,0
Starr Chapel 1-2,38.156884,-79.756946,4/18/2017,108,2017,96,19,5,11,29,219,1,13,1,4,72,54,1,0,16.67,12.78,8.89,-1.1,0.55,2.75,22.530816,11.265408,11.265408,6.437376,0,0.5588,0,1
Starr Chapel 1-2,38.156884,-79.756946,4/19/2017,109,2017,11,0,0,0,9,108,0,0,0,0,11,12,1,0,12.78,8.89,5,3.85,3.85,3.85,24.14016,14.484096,-1.609344,-3.218688,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/20/2017,110,2017,49,1,2,0,6,80,0,1,0,0,46,11,1,0,21.67,16.67,11.67,-8.8,-7.7,-6.6,37.014912,19.312128,-12.874752,-4.828032,0,0,0,0
Starr Chapel 1-2,38.156884,-79.756946,4/22/2017,112,2017,65,4,5,3,10,78,0,2,0,2,56,32,1,0,13.89,9.44,5,7.7,8.8,9.9,19.312128,4.828032,16.09344,17.702784,1.905,-1.8288,1,1
Starr Chapel 1-2,38.156884,-79.756946,4/24/2017,114,2017,15,0,0,1,3,0,0,0,0,0,15,4,1,0,5.56,3.33,1.67,1.1,1.1,0,32.18688,20.921472,-9.656064,-4.828032,3.0988,-2.5146,1,1
Starr Chapel 1-2,38.156884,-79.756946,4/25/2017,115,2017,190,50,1,4,22,114,1,26,3,20,139,61,1,0,7.78,3.33,1.67,-2.2,0,0,27.358848,19.312128,4.828032,1.609344,0.0762,3.0226,1,1
Starr Chapel 2-1,38.153023,-79.761989,3/15/2016,75,2016,2,1,0,0,5,1,0,1,0,0,1,2,2,0,16.11,12.22,8.89,-1.65,0,0.55,32.18688,12.874752,-12.874752,-3.218688,0.4826,0.2032,1,1
Starr Chapel 2-1,38.153023,-79.761989,3/24/2016,84,2016,0,0,0,0,7,40,0,0,0,0,0,5,2,0,18.89,13.89,8.89,-1.1,-1.1,-1.1,28.968192,20.921472,6.437376,6.437376,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/25/2016,85,2016,0,0,0,0,1,0,0,0,0,0,0,1,2,0,13.33,7.78,2.22,5.5,6.05,6.6,37.014912,20.921472,-8.04672,0,0.7366,-0.7366,1,0
Starr Chapel 2-1,38.153023,-79.761989,3/26/2016,86,2016,0,0,0,0,1,1,0,0,0,0,0,1,2,0,11.67,6.67,1.11,1.65,1.1,1.1,24.14016,12.874752,12.874752,8.04672,0,0.7366,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/4/2016,95,2016,0,0,0,0,1,1,0,0,0,0,0,3,2,0,17.78,11.11,3.89,-9.35,-9.9,-9.35,48.28032,33.796224,16.09344,6.437376,0.127,-0.127,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/5/2016,96,2016,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3.89,-1.11,-6.67,13.75,12.1,10.45,38.624256,20.921472,9.656064,12.874752,0,0.127,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/6/2016,97,2016,0,0,0,0,2,0,0,0,0,0,0,1,2,0,7.78,2.22,-3.33,-3.85,-3.3,-3.3,32.18688,16.09344,6.437376,4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/16/2016,76,2016,16,2,12,6,1,20,0,2,0,0,2,7,2,0,20.56,15.56,10,-4.4,-3.3,-1.1,40.2336,20.921472,-8.04672,-8.04672,0,0.4826,0,1
Starr Chapel 2-1,38.153023,-79.761989,3/17/2016,77,2016,1,1,0,2,0,0,0,1,0,0,0,2,2,0,13.89,10,6.11,6.6,5.5,3.85,37.014912,17.702784,3.218688,3.218688,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/18/2016,78,2016,6,5,0,3,0,0,0,5,0,0,1,2,2,0,12.22,7.78,3.89,1.65,2.2,2.2,33.796224,17.702784,3.218688,0,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/20/2016,80,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.11,-1.11,-2.78,4.95,4.95,2.75,20.921472,3.218688,0,8.04672,0.1778,0,1,1
Starr Chapel 2-1,38.153023,-79.761989,3/21/2016,81,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.33,-0.56,-4.44,-2.2,-0.55,1.65,41.842944,25.749504,-20.921472,-22.530816,0,0.1778,0,1
Starr Chapel 2-1,38.153023,-79.761989,3/22/2016,82,2016,0,0,0,0,1,7,0,0,0,0,0,1,2,0,13.33,6.67,0,-9.9,-7.15,-4.4,32.18688,22.530816,9.656064,3.218688,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/23/2016,83,2016,0,0,0,0,1,16,0,0,0,0,0,1,2,0,17.78,12.78,7.78,-4.4,-6.05,-7.7,35.405568,27.358848,-3.218688,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/28/2017,118,2017,4,0,1,1,8,26,0,0,0,0,3,6,2,0,21.67,16.67,11.67,-1.1,0,1.1,22.530816,14.484096,9.656064,1.609344,0,0.381,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/29/2017,119,2017,4,0,2,2,8,17,0,0,0,0,2,10,2,0,25.56,21.11,16.67,-3.85,-4.4,-4.95,33.796224,16.09344,-11.265408,-1.609344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/30/2017,120,2017,10,3,2,2,20,29,0,3,0,0,5,16,2,0,23.89,20,16.67,1.65,1.1,0,27.358848,11.265408,6.437376,4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,5/1/2017,121,2017,6,2,1,5,27,8,0,2,0,0,3,7,2,0,16.67,13.33,10.56,7.15,6.6,6.05,32.18688,17.702784,-4.828032,-6.437376,0.7112,-0.7112,1,0
Starr Chapel 2-1,38.153023,-79.761989,5/2/2017,122,2017,14,7,3,0,5,4,0,7,0,0,4,4,2,0,15.56,11.67,7.78,1.1,1.65,2.75,57.936384,33.796224,-25.749504,-16.09344,0,0.7112,0,1
Starr Chapel 2-1,38.153023,-79.761989,3/14/2016,74,2016,3,0,0,1,0,0,0,0,0,0,3,2,2,0,14.44,12.22,9.44,2.75,1.1,0.55,19.312128,9.656064,3.218688,3.218688,0.6858,0.0254,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/7/2016,98,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7.22,3.33,-1.11,0.55,-1.1,-2.2,53.108352,27.358848,-20.921472,-11.265408,0.3302,-0.3302,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/8/2016,99,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1.11,-2.78,2.2,2.2,1.65,51.499008,32.18688,1.609344,-4.828032,0,0.3302,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/9/2016,100,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.11,-3.33,-6.11,6.05,4.4,3.3,48.28032,30.577536,3.218688,1.609344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/10/2016,101,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8.33,0,-7.78,-9.35,-3.3,1.65,27.358848,12.874752,20.921472,17.702784,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/11/2016,102,2016,11,2,7,0,5,93,0,2,0,0,2,11,2,0,18.33,11.11,3.89,-9.9,-11,-11.55,32.18688,17.702784,-4.828032,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/12/2016,103,2016,2,2,0,0,2,0,0,2,0,0,0,0,2,0,12.22,7.78,3.89,6.05,3.3,0,32.18688,22.530816,0,-4.828032,0.0254,-0.0254,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/15/2016,106,2016,1,0,1,0,0,1,0,0,0,0,0,0,2,0,13.89,7.78,2.22,0,0.55,0.55,20.921472,12.874752,-1.609344,-1.609344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/28/2017,87,2017,6,6,0,1,0,6,0,5,0,1,0,4,2,0,15.56,12.78,10,3.3,1.65,0,35.405568,16.09344,-6.437376,0,0.635,-0.3556,1,1
Starr Chapel 2-1,38.153023,-79.761989,3/29/2017,88,2017,4,4,0,0,0,27,0,4,0,0,0,9,2,0,17.78,12.22,6.67,-2.2,0.55,3.3,25.749504,11.265408,9.656064,4.828032,0,0.635,0,1
