Site,Latitude,Longitude,Date,Day Number,Year,Cavebat Species Passes,Myotis Species Passes,Eptesicus fuscus Passes,Lasiurus borealis Passes,Lasiurus cinereus Passes,Lasionycteris noctivagans Passes,Myotis leibii Passes,Myotis lucifugus Passes,Myotis septentrionalis Passes,Myotis sodalis Passes,Perimyotis subflavus Passes,No Species Identified,Distance to Hibernacula (km),Hibernacula Entrance (1) or Landscape (0),Maximum Daily Temperature (Celsius),Mean Daily Temperature (Celsius),Minimum Daily Temperature (Celsius),Change in Maximum Daily Temperature from Previous Day (Celsius),Change in Mean Daily Temperature from Previous Day (Celsius),Change in Minimum Daily Temperature from Previous Day (Celsius),Maximum Daily Wind Speed (KPH),Mean Daily Wind Speed (KPH),Change in Maximum Daily Wind Speed from Previous Day (KPH),Change in Mean Daily Wind Speed from Previous Day (KPH),Daily Precipitation (cm),Change in Daily Precipitation from Previous Day (cm),Binary Precipitation,Change in Binary Precipitation from Previous Day
Starr Chapel 2-1,38.153023,-79.761989,3/30/2017,89,2017,3,3,0,0,0,12,0,3,0,0,0,4,2,0,10,6.67,3.89,7.7,5.5,2.75,24.14016,16.09344,1.609344,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/31/2017,90,2017,3,3,0,0,4,0,0,3,0,0,0,0,2,0,12.78,8.89,5.56,-2.75,-2.2,-1.65,46.670976,17.702784,-22.530816,-1.609344,3.302,-3.302,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/1/2017,91,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.67,4.44,1.67,6.05,4.4,3.85,51.499008,33.796224,-4.828032,-16.09344,0,3.302,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/2/2017,92,2017,7,5,2,0,0,87,0,5,0,0,0,14,2,0,12.78,6.67,0,-6.05,-2.2,1.65,28.968192,17.702784,22.530816,16.09344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/21/2017,80,2017,3,3,0,0,0,3,0,3,0,0,0,1,2,0,12.78,8.89,3.89,-2.2,-4.4,-6.05,32.18688,20.921472,-4.828032,-3.218688,0,0.2286,0,1
Starr Chapel 2-1,38.153023,-79.761989,3/22/2017,81,2017,0,0,0,0,1,0,0,0,0,0,0,1,2,0,3.89,1.11,-3.33,8.8,7.7,7.15,32.18688,20.921472,0,0,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/23/2017,82,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,-4.44,-1.1,1.1,1.1,24.14016,8.04672,8.04672,12.874752,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/24/2017,83,2017,4,3,0,6,1,8,0,3,0,0,1,5,2,0,16.67,8.89,0.56,-11.55,-8.8,-4.95,25.749504,19.312128,-1.609344,-11.265408,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/25/2017,84,2017,7,7,0,0,0,14,0,7,0,0,0,3,2,0,17.78,14.44,10.56,-1.1,-5.5,-9.9,28.968192,17.702784,-3.218688,1.609344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/26/2017,85,2017,6,5,0,3,1,0,0,5,0,0,1,6,2,0,13.89,11.11,8.89,3.85,3.3,1.65,27.358848,9.656064,1.609344,8.04672,0.1778,-0.1778,1,0
Starr Chapel 2-1,38.153023,-79.761989,3/27/2017,86,2017,4,3,0,0,1,13,0,3,0,0,1,1,2,0,18.89,14.44,10,-4.95,-3.3,-1.1,28.968192,16.09344,-1.609344,-6.437376,0.2794,-0.1016,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/10/2017,100,2017,0,0,0,0,3,47,0,0,0,0,0,4,2,0,20.56,15.56,10.56,-4.95,-5.5,-5.5,24.14016,16.09344,0,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/11/2017,101,2017,8,3,2,0,11,69,0,2,1,0,3,10,2,0,22.78,17.78,12.78,-2.2,-2.2,-2.2,35.405568,20.921472,-11.265408,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/16/2016,107,2016,0,0,0,0,0,1,0,0,0,0,0,0,2,0,16.67,9.44,2.78,-2.75,-1.65,-0.55,14.484096,9.656064,6.437376,3.218688,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/13/2017,103,2017,4,2,2,0,5,34,0,2,0,0,0,2,2,0,20,15,10,-1.1,-0.55,0,16.09344,9.656064,17.702784,9.656064,0,0.0254,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/14/2017,104,2017,8,2,4,1,4,47,0,0,1,1,2,12,2,0,20,13.89,7.78,0,1.1,2.2,14.484096,8.04672,1.609344,1.609344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/15/2017,105,2017,1,1,0,0,20,19,0,1,0,0,0,9,2,0,21.67,16.11,10.56,-1.65,-2.2,-2.75,27.358848,8.04672,-12.874752,0,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/3/2017,93,2017,3,1,2,1,4,3,0,1,0,0,0,1,2,0,11.67,8.89,5.56,1.1,-2.2,-5.5,25.749504,17.702784,3.218688,0,1.4224,-1.4224,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/4/2017,94,2017,14,10,2,2,6,28,1,9,0,0,2,11,2,0,16.67,13.33,10,-4.95,-4.4,-4.4,45.061632,24.14016,-19.312128,-6.437376,0.4572,0.9652,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/5/2017,95,2017,8,3,3,0,6,144,0,3,0,0,2,16,2,0,16.67,12.22,7.78,0,1.1,2.2,32.18688,19.312128,12.874752,4.828032,0,0.4572,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/6/2017,96,2017,2,1,1,0,0,1,0,1,0,0,0,0,2,0,11.67,5.56,0,4.95,6.6,7.7,62.764416,24.14016,-30.577536,-4.828032,2.2606,-2.2606,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/7/2017,97,2017,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,-1.11,-2.22,11.55,6.6,2.2,54.717696,43.452288,8.04672,-19.312128,0,2.2606,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/8/2017,98,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11.67,5.56,0,-11.55,-6.6,-2.2,46.670976,27.358848,8.04672,16.09344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/9/2017,99,2017,0,0,0,1,0,81,0,0,0,0,0,8,2,0,15.56,10,5,-3.85,-4.4,-4.95,24.14016,11.265408,22.530816,16.09344,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/26/2017,116,2017,10,4,0,1,4,23,0,4,0,0,6,8,2,0,21.67,15.56,8.89,-13.75,-12.1,-7.15,20.921472,9.656064,6.437376,9.656064,0,0.0762,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/27/2017,117,2017,18,0,3,3,2,33,0,0,0,0,15,10,2,0,20.56,16.67,12.78,1.1,-1.1,-3.85,32.18688,16.09344,-11.265408,-6.437376,0.381,-0.381,1,0
Starr Chapel 2-1,38.153023,-79.761989,3/9/2016,69,2016,0,0,0,0,0,7,0,0,0,0,0,2,2,0,18.89,14.44,10,-0.55,0,0,24.14016,9.656064,8.04672,8.04672,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/10/2016,70,2016,14,5,0,11,0,6,0,4,0,1,9,12,2,0,20.56,16.67,12.78,-1.65,-2.2,-2.75,27.358848,14.484096,-3.218688,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/11/2016,71,2016,5,1,0,2,0,14,0,1,0,0,4,1,2,0,17.78,15,12.22,2.75,1.65,0.55,33.796224,14.484096,-6.437376,0,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/12/2016,72,2016,3,1,0,0,0,10,0,1,0,0,2,4,2,0,16.11,12.78,9.44,1.65,2.2,2.75,20.921472,6.437376,12.874752,8.04672,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,3/13/2016,73,2016,2,0,0,0,0,0,0,0,0,0,2,0,2,0,17.22,13.33,10,-1.1,-0.55,-0.55,22.530816,12.874752,-1.609344,-6.437376,0.7112,-0.7112,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/16/2017,106,2017,5,2,2,2,11,18,0,1,0,1,1,3,2,0,20.56,17.22,13.89,1.1,-1.1,-3.3,35.405568,24.14016,-8.04672,-16.09344,0.2794,-0.2794,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/17/2017,107,2017,4,3,0,0,3,6,0,3,0,0,1,4,2,0,15.56,13.33,11.67,4.95,3.85,2.2,33.796224,17.702784,1.609344,6.437376,0.5588,-0.2794,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/18/2017,108,2017,14,11,2,0,11,68,0,10,0,1,1,31,2,0,16.67,12.78,8.89,-1.1,0.55,2.75,22.530816,11.265408,11.265408,6.437376,0,0.5588,0,1
Starr Chapel 2-1,38.153023,-79.761989,4/19/2017,109,2017,2,2,0,1,4,3,0,1,0,1,0,1,2,0,12.78,8.89,5,3.85,3.85,3.85,24.14016,14.484096,-1.609344,-3.218688,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/20/2017,110,2017,7,0,5,0,3,3,0,0,0,0,2,3,2,0,21.67,16.67,11.67,-8.8,-7.7,-6.6,37.014912,19.312128,-12.874752,-4.828032,0,0,0,0
Starr Chapel 2-1,38.153023,-79.761989,4/21/2017,111,2017,4,1,0,0,6,9,0,1,0,0,3,5,2,0,21.67,18.33,15,0,-1.65,-3.3,35.405568,22.530816,1.609344,-3.218688,0.0762,-0.0762,1,0
Starr Chapel 2-1,38.153023,-79.761989,4/22/2017,112,2017,2,1,0,1,3,0,0,1,0,0,1,3,2,0,13.89,9.44,5,7.7,8.8,9.9,19.312128,4.828032,16.09344,17.702784,1.905,-1.8288,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/24/2017,114,2017,0,0,0,0,2,0,0,0,0,0,0,2,2,0,5.56,3.33,1.67,1.1,1.1,0,32.18688,20.921472,-9.656064,-4.828032,3.0988,-2.5146,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/25/2017,115,2017,9,4,0,1,2,1,0,4,0,0,5,2,2,0,7.78,3.33,1.67,-2.2,0,0,27.358848,19.312128,4.828032,1.609344,0.0762,3.0226,1,1
Starr Chapel 2-1,38.153023,-79.761989,4/12/2017,102,2017,7,1,3,1,2,8,0,1,0,0,3,2,2,0,18.89,14.44,10,3.85,3.3,2.75,33.796224,19.312128,1.609344,1.609344,0.0254,-0.0254,1,0
Starr Chapel 2-2,38.165794,-79.733215,4/9/2017,99,2017,2,0,2,0,0,3,0,0,0,0,0,1,2,0,15.56,10,5,-3.85,-4.4,-4.95,24.14016,11.265408,22.530816,16.09344,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/10/2017,100,2017,0,0,0,0,0,4,0,0,0,0,0,1,2,0,20.56,15.56,10.56,-4.95,-5.5,-5.5,24.14016,16.09344,0,-4.828032,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/12/2017,102,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18.89,14.44,10,3.85,3.3,2.75,33.796224,19.312128,1.609344,1.609344,0.0254,-0.0254,1,0
Starr Chapel 2-2,38.165794,-79.733215,3/24/2017,83,2017,0,0,0,0,0,1,0,0,0,0,0,1,2,0,16.67,8.89,0.56,-11.55,-8.8,-4.95,25.749504,19.312128,-1.609344,-11.265408,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,3/25/2017,84,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17.78,14.44,10.56,-1.1,-5.5,-9.9,28.968192,17.702784,-3.218688,1.609344,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,3/26/2017,85,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13.89,11.11,8.89,3.85,3.3,1.65,27.358848,9.656064,1.609344,8.04672,0.1778,-0.1778,1,0
Starr Chapel 2-2,38.165794,-79.733215,3/27/2017,86,2017,0,0,0,0,0,1,0,0,0,0,0,0,2,0,18.89,14.44,10,-4.95,-3.3,-1.1,28.968192,16.09344,-1.609344,-6.437376,0.2794,-0.1016,1,1
Starr Chapel 2-2,38.165794,-79.733215,3/28/2017,87,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15.56,12.78,10,3.3,1.65,0,35.405568,16.09344,-6.437376,0,0.635,-0.3556,1,1
Starr Chapel 2-2,38.165794,-79.733215,3/29/2017,88,2017,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17.78,12.22,6.67,-2.2,0.55,3.3,25.749504,11.265408,9.656064,4.828032,0,0.635,0,1
Starr Chapel 2-2,38.165794,-79.733215,3/30/2017,89,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,6.67,3.89,7.7,5.5,2.75,24.14016,16.09344,1.609344,-4.828032,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/2/2017,92,2017,0,0,0,0,0,1,0,0,0,0,0,1,2,0,12.78,6.67,0,-6.05,-2.2,1.65,28.968192,17.702784,22.530816,16.09344,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/4/2017,94,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16.67,13.33,10,-4.95,-4.4,-4.4,45.061632,24.14016,-19.312128,-6.437376,0.4572,0.9652,1,1
Starr Chapel 2-2,38.165794,-79.733215,4/5/2017,95,2017,0,0,0,0,0,3,0,0,0,0,0,0,2,0,16.67,12.22,7.78,0,1.1,2.2,32.18688,19.312128,12.874752,4.828032,0,0.4572,0,1
Starr Chapel 2-2,38.165794,-79.733215,4/29/2017,119,2017,0,0,0,0,0,1,0,0,0,0,0,1,2,0,25.56,21.11,16.67,-3.85,-4.4,-4.95,33.796224,16.09344,-11.265408,-1.609344,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/30/2017,120,2017,1,1,0,0,0,1,0,0,1,0,0,1,2,0,23.89,20,16.67,1.65,1.1,0,27.358848,11.265408,6.437376,4.828032,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,5/1/2017,121,2017,0,0,0,0,0,0,0,0,0,0,0,2,2,0,16.67,13.33,10.56,7.15,6.6,6.05,32.18688,17.702784,-4.828032,-6.437376,0.7112,-0.7112,1,0
Starr Chapel 2-2,38.165794,-79.733215,4/13/2017,103,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,15,10,-1.1,-0.55,0,16.09344,9.656064,17.702784,9.656064,0,0.0254,0,1
Starr Chapel 2-2,38.165794,-79.733215,4/14/2017,104,2017,1,0,1,0,0,0,0,0,0,0,0,0,2,0,20,13.89,7.78,0,1.1,2.2,14.484096,8.04672,1.609344,1.609344,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/16/2017,106,2017,0,0,0,0,0,1,0,0,0,0,0,0,2,0,20.56,17.22,13.89,1.1,-1.1,-3.3,35.405568,24.14016,-8.04672,-16.09344,0.2794,-0.2794,1,0
Starr Chapel 2-2,38.165794,-79.733215,4/17/2017,107,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15.56,13.33,11.67,4.95,3.85,2.2,33.796224,17.702784,1.609344,6.437376,0.5588,-0.2794,1,1
Starr Chapel 2-2,38.165794,-79.733215,4/18/2017,108,2017,0,0,0,0,0,1,0,0,0,0,0,1,2,0,16.67,12.78,8.89,-1.1,0.55,2.75,22.530816,11.265408,11.265408,6.437376,0,0.5588,0,1
Starr Chapel 2-2,38.165794,-79.733215,4/20/2017,110,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21.67,16.67,11.67,-8.8,-7.7,-6.6,37.014912,19.312128,-12.874752,-4.828032,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/21/2017,111,2017,1,0,0,0,0,1,0,0,0,0,1,0,2,0,21.67,18.33,15,0,-1.65,-3.3,35.405568,22.530816,1.609344,-3.218688,0.0762,-0.0762,1,0
Starr Chapel 2-2,38.165794,-79.733215,4/26/2017,116,2017,2,0,2,0,0,9,0,0,0,0,0,5,2,0,21.67,15.56,8.89,-13.75,-12.1,-7.15,20.921472,9.656064,6.437376,9.656064,0,0.0762,0,1
Starr Chapel 2-2,38.165794,-79.733215,4/27/2017,117,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20.56,16.67,12.78,1.1,-1.1,-3.85,32.18688,16.09344,-11.265408,-6.437376,0.381,-0.381,1,0
Starr Chapel 2-2,38.165794,-79.733215,3/16/2016,76,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20.56,15.56,10,-4.4,-3.3,-1.1,40.2336,20.921472,-8.04672,-8.04672,0,0.4826,0,1
Starr Chapel 2-2,38.165794,-79.733215,3/22/2016,82,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13.33,6.67,0,-9.9,-7.15,-4.4,32.18688,22.530816,9.656064,3.218688,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/28/2017,118,2017,0,0,0,0,0,2,0,0,0,0,0,2,2,0,21.67,16.67,11.67,-1.1,0,1.1,22.530816,14.484096,9.656064,1.609344,0,0.381,0,1
Starr Chapel 2-2,38.165794,-79.733215,3/11/2016,71,2016,0,0,0,0,0,1,0,0,0,0,0,0,2,0,17.78,15,12.22,2.75,1.65,0.55,33.796224,14.484096,-6.437376,0,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/6/2016,97,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7.78,2.22,-3.33,-3.85,-3.3,-3.3,32.18688,16.09344,6.437376,4.828032,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/7/2016,98,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7.22,3.33,-1.11,0.55,-1.1,-2.2,53.108352,27.358848,-20.921472,-11.265408,0.3302,-0.3302,1,0
Starr Chapel 2-2,38.165794,-79.733215,3/24/2016,84,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18.89,13.89,8.89,-1.1,-1.1,-1.1,28.968192,20.921472,6.437376,6.437376,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,5/2/2017,122,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15.56,11.67,7.78,1.1,1.65,2.75,57.936384,33.796224,-25.749504,-16.09344,0,0.7112,0,1
Starr Chapel 2-2,38.165794,-79.733215,4/12/2016,103,2016,0,0,0,0,1,0,0,0,0,0,0,1,2,0,12.22,7.78,3.89,6.05,3.3,0,32.18688,22.530816,0,-4.828032,0.0254,-0.0254,1,0
Starr Chapel 2-2,38.165794,-79.733215,4/8/2016,99,2016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1.11,-2.78,2.2,2.2,1.65,51.499008,32.18688,1.609344,-4.828032,0,0.3302,0,1
Starr Chapel 2-2,38.165794,-79.733215,4/11/2016,102,2016,0,0,0,0,0,0,0,0,0,0,0,1,2,0,18.33,11.11,3.89,-9.9,-11,-11.55,32.18688,17.702784,-4.828032,-4.828032,0,0,0,0
Starr Chapel 2-2,38.165794,-79.733215,4/4/2016,95,2016,0,0,0,0,2,0,0,0,0,0,0,0,2,0,17.78,11.11,3.89,-9.35,-9.9,-9.35,48.28032,33.796224,16.09344,6.437376,0.127,-0.127,1,0
Starr Chapel 3-1,38.14438,-79.769264,3/29/2017,88,2017,0,0,0,0,1,15,0,0,0,0,0,1,3,0,17.78,12.22,6.67,-2.2,0.55,3.3,25.749504,11.265408,9.656064,4.828032,0,0.635,0,1
Starr Chapel 3-1,38.14438,-79.769264,3/28/2017,87,2017,0,0,0,0,0,3,0,0,0,0,0,0,3,0,15.56,12.78,10,3.3,1.65,0,35.405568,16.09344,-6.437376,0,0.635,-0.3556,1,1
Starr Chapel 3-1,38.14438,-79.769264,4/11/2017,101,2017,1,1,0,0,9,34,0,1,0,0,0,5,3,0,22.78,17.78,12.78,-2.2,-2.2,-2.2,35.405568,20.921472,-11.265408,-4.828032,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/30/2017,89,2017,0,0,0,0,9,7,0,0,0,0,0,2,3,0,10,6.67,3.89,7.7,5.5,2.75,24.14016,16.09344,1.609344,-4.828032,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/31/2017,90,2017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.78,8.89,5.56,-2.75,-2.2,-1.65,46.670976,17.702784,-22.530816,-1.609344,3.302,-3.302,1,0
Starr Chapel 3-1,38.14438,-79.769264,4/2/2017,92,2017,0,0,0,0,2,49,0,0,0,0,0,5,3,0,12.78,6.67,0,-6.05,-2.2,1.65,28.968192,17.702784,22.530816,16.09344,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/12/2017,102,2017,2,1,1,0,3,14,1,0,0,0,0,3,3,0,18.89,14.44,10,3.85,3.3,2.75,33.796224,19.312128,1.609344,1.609344,0.0254,-0.0254,1,0
Starr Chapel 3-1,38.14438,-79.769264,4/4/2017,94,2017,1,0,0,0,10,20,0,0,0,0,1,2,3,0,16.67,13.33,10,-4.95,-4.4,-4.4,45.061632,24.14016,-19.312128,-6.437376,0.4572,0.9652,1,1
Starr Chapel 3-1,38.14438,-79.769264,4/5/2017,95,2017,2,0,1,0,4,133,0,0,0,0,1,12,3,0,16.67,12.22,7.78,0,1.1,2.2,32.18688,19.312128,12.874752,4.828032,0,0.4572,0,1
Starr Chapel 3-1,38.14438,-79.769264,4/6/2017,96,2017,0,0,0,0,1,0,0,0,0,0,0,0,3,0,11.67,5.56,0,4.95,6.6,7.7,62.764416,24.14016,-30.577536,-4.828032,2.2606,-2.2606,1,0
Starr Chapel 3-1,38.14438,-79.769264,4/3/2017,93,2017,0,0,0,0,1,4,0,0,0,0,0,1,3,0,11.67,8.89,5.56,1.1,-2.2,-5.5,25.749504,17.702784,3.218688,0,1.4224,-1.4224,1,0
Starr Chapel 3-1,38.14438,-79.769264,4/8/2017,98,2017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11.67,5.56,0,-11.55,-6.6,-2.2,46.670976,27.358848,8.04672,16.09344,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/9/2017,99,2017,0,0,0,0,4,126,0,0,0,0,0,5,3,0,15.56,10,5,-3.85,-4.4,-4.95,24.14016,11.265408,22.530816,16.09344,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/10/2017,100,2017,1,0,1,0,5,80,0,0,0,0,0,6,3,0,20.56,15.56,10.56,-4.95,-5.5,-5.5,24.14016,16.09344,0,-4.828032,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/24/2017,114,2017,0,0,0,0,1,0,0,0,0,0,0,3,3,0,5.56,3.33,1.67,1.1,1.1,0,32.18688,20.921472,-9.656064,-4.828032,3.0988,-2.5146,1,1
Starr Chapel 3-1,38.14438,-79.769264,4/25/2017,115,2017,0,0,0,0,4,3,0,0,0,0,0,0,3,0,7.78,3.33,1.67,-2.2,0,0,27.358848,19.312128,4.828032,1.609344,0.0762,3.0226,1,1
Starr Chapel 3-1,38.14438,-79.769264,4/13/2017,103,2017,1,1,0,0,5,15,0,1,0,0,0,3,3,0,20,15,10,-1.1,-0.55,0,16.09344,9.656064,17.702784,9.656064,0,0.0254,0,1
Starr Chapel 3-1,38.14438,-79.769264,4/14/2017,104,2017,1,0,1,0,5,42,0,0,0,0,0,8,3,0,20,13.89,7.78,0,1.1,2.2,14.484096,8.04672,1.609344,1.609344,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/15/2017,105,2017,1,0,1,0,12,23,0,0,0,0,0,4,3,0,21.67,16.11,10.56,-1.65,-2.2,-2.75,27.358848,8.04672,-12.874752,0,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/16/2017,106,2017,1,1,0,0,8,6,0,1,0,0,0,2,3,0,20.56,17.22,13.89,1.1,-1.1,-3.3,35.405568,24.14016,-8.04672,-16.09344,0.2794,-0.2794,1,0
Starr Chapel 3-1,38.14438,-79.769264,4/17/2017,107,2017,0,0,0,0,3,9,0,0,0,0,0,1,3,0,15.56,13.33,11.67,4.95,3.85,2.2,33.796224,17.702784,1.609344,6.437376,0.5588,-0.2794,1,1
Starr Chapel 3-1,38.14438,-79.769264,4/18/2017,108,2017,3,1,1,0,18,54,0,1,0,0,1,8,3,0,16.67,12.78,8.89,-1.1,0.55,2.75,22.530816,11.265408,11.265408,6.437376,0,0.5588,0,1
Starr Chapel 3-1,38.14438,-79.769264,4/19/2017,109,2017,1,1,0,0,5,2,1,0,0,0,0,1,3,0,12.78,8.89,5,3.85,3.85,3.85,24.14016,14.484096,-1.609344,-3.218688,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,4/7/2017,97,2017,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,-1.11,-2.22,11.55,6.6,2.2,54.717696,43.452288,8.04672,-19.312128,0,2.2606,0,1
Starr Chapel 3-1,38.14438,-79.769264,4/21/2017,111,2017,1,0,0,0,11,18,0,0,0,0,1,4,3,0,21.67,18.33,15,0,-1.65,-3.3,35.405568,22.530816,1.609344,-3.218688,0.0762,-0.0762,1,0
Starr Chapel 3-1,38.14438,-79.769264,4/22/2017,112,2017,0,0,0,0,5,0,0,0,0,0,0,0,3,0,13.89,9.44,5,7.7,8.8,9.9,19.312128,4.828032,16.09344,17.702784,1.905,-1.8288,1,1
Starr Chapel 3-1,38.14438,-79.769264,4/23/2017,113,2017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6.67,4.44,1.67,7.15,4.95,3.3,22.530816,16.09344,-3.218688,-11.265408,0.5842,1.3208,1,1
Starr Chapel 3-1,38.14438,-79.769264,3/27/2017,86,2017,0,0,0,0,2,8,0,0,0,0,0,0,3,0,18.89,14.44,10,-4.95,-3.3,-1.1,28.968192,16.09344,-1.609344,-6.437376,0.2794,-0.1016,1,1
Starr Chapel 3-1,38.14438,-79.769264,3/9/2016,69,2016,0,0,0,0,0,5,0,0,0,0,0,0,3,0,18.89,14.44,10,-0.55,0,0,24.14016,9.656064,8.04672,8.04672,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/10/2016,70,2016,0,0,0,0,0,6,0,0,0,0,0,0,3,0,20.56,16.67,12.78,-1.65,-2.2,-2.75,27.358848,14.484096,-3.218688,-4.828032,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/11/2016,71,2016,0,0,0,0,0,1,0,0,0,0,0,0,3,0,17.78,15,12.22,2.75,1.65,0.55,33.796224,14.484096,-6.437376,0,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/12/2016,72,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16.11,12.78,9.44,1.65,2.2,2.75,20.921472,6.437376,12.874752,8.04672,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/14/2016,74,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14.44,12.22,9.44,2.75,1.1,0.55,19.312128,9.656064,3.218688,3.218688,0.6858,0.0254,1,1
Starr Chapel 3-1,38.14438,-79.769264,3/16/2016,76,2016,2,0,2,0,0,22,0,0,0,0,0,3,3,0,20.56,15.56,10,-4.4,-3.3,-1.1,40.2336,20.921472,-8.04672,-8.04672,0,0.4826,0,1
Starr Chapel 3-1,38.14438,-79.769264,3/17/2016,77,2016,0,0,0,0,2,0,0,0,0,0,0,0,3,0,13.89,10,6.11,6.6,5.5,3.85,37.014912,17.702784,3.218688,3.218688,0,0,0,0
Starr Chapel 3-1,38.14438,-79.769264,3/18/2016,78,2016,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12.22,7.78,3.89,1.65,2.2,2.2,33.796224,17.702784,3.218688,0,0,0,0,0
