GC,title,nospace,url,lat,lon,country,province/state,county,numfinds
GC7G81F,040 C.T. (v.2) Island Spur,040-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7G81F_040-ct-v2-island-spur,N 46° 09.983,W 062° 48.692,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7G81G,041 C.T. (v.2) Island Spur,041-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7G81G_041-ct-v2-island-spur,N 46° 10.164,W 062° 48.612,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7G81N,042 C.T. (v.2) Island Spur (TB),042-ct-v2-island-spur-tb,https://www.geocaching.com/geocache/GC7G81N_042-ct-v2-island-spur-tb,N 46° 10.253,W 062° 48.557,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7G81W,043 C.T. (v.2) Island Spur,043-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7G81W_043-ct-v2-island-spur,N 46° 10.335,W 062° 48.490,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7G81Z,044 C.T. (v.2) Island Spur,044-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7G81Z_044-ct-v2-island-spur,N 46° 10.418,W 062° 48.424,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7G820,045 C.T. (v.2) Island Spur,045-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7G820_045-ct-v2-island-spur,N 46° 10.503,W 062° 48.349,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE17,046 C.T. (v.2) Island Spur,046-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE17_046-ct-v2-island-spur,N 46° 10.587,W 062° 48.280,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE1B,047 C.T. (v.2) Island Spur,047-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE1B_047-ct-v2-island-spur,N 46° 10.668,W 062° 48.212,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7GE1X,048 C.T. (v.2) Island Spur,048-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE1X_048-ct-v2-island-spur,N 46° 10.750,W 062° 48.153,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE2A,049 C.T. (v.2) Island Spur,049-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE2A_049-ct-v2-island-spur,N 46° 10.842,W 062° 48.166,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE2G,050 C.T. (v.2) Island Spur,050-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE2G_050-ct-v2-island-spur,N 46° 10.925,W 062° 48.243,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE2N,051 C.T. (v.2) Island Spur,051-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE2N_051-ct-v2-island-spur,N 46° 10.992,W 062° 48.343,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE3G,052 C.T. (v.2) Island Spur,052-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE3G_052-ct-v2-island-spur,N 46° 11.062,W 062° 48.437,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE3Q,053 C.T. (v.2) Island Spur,053-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE3Q_053-ct-v2-island-spur,N 46° 11.130,W 062° 48.525,Canada,Prince Edward Island,Queens (Prince Edward Island),17
GC7GE3W,054 C.T. (v.2) Island Spur,054-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE3W_054-ct-v2-island-spur,N 46° 11.199,W 062° 48.616,Canada,Prince Edward Island,Queens (Prince Edward Island),17
GC7GE41,055 C.T. (v.2) Island Spur,055-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE41_055-ct-v2-island-spur,N 46° 11.274,W 062° 48.712,Canada,Prince Edward Island,Queens (Prince Edward Island),17
GC7GE4B,056 C.T. (v.2) Island Spur,056-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE4B_056-ct-v2-island-spur,N 46° 11.345,W 062° 48.801,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7GE4K,057 C.T. (v.2) Island Spur,057-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE4K_057-ct-v2-island-spur,N 46° 11.411,W 062° 48.914,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE4Z,058 C.T. (v.2) Island Spur,058-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE4Z_058-ct-v2-island-spur,N 46° 11.483,W 062° 48.995,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE58,059 C.T. (v.2) Island Spur,059-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE58_059-ct-v2-island-spur,N 46° 11.563,W 062° 49.103,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7GE5E,060 C.T. (v.2) Island Spur,060-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE5E_060-ct-v2-island-spur,N 46° 11.653,W 062° 49.196,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7GE6C,061 C.T. (v.2) Island Spur,061-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE6C_061-ct-v2-island-spur,N 46° 11.938,W 062° 49.258,Canada,Prince Edward Island,Queens (Prince Edward Island),18
GC7GE6N,062 C.T. (v.2) Island Spur,062-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE6N_062-ct-v2-island-spur,N 46° 12.026,W 062° 49.220,Canada,Prince Edward Island,Queens (Prince Edward Island),18
GC7GE6V,063 C.T. (v.2) Island Spur,063-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE6V_063-ct-v2-island-spur,N 46° 12.128,W 062° 49.191,Canada,Prince Edward Island,Queens (Prince Edward Island),17
GC7GE6Z,064 C.T. (v.2) Island Spur,064-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE6Z_064-ct-v2-island-spur,N 46° 12.290,W 062° 49.389,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7GE7D,065 C.T. (v.2) Island Spur,065-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE7D_065-ct-v2-island-spur,N 46° 12.329,W 062° 49.746,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7GE7K,066 C.T. (v.2) Island Spur,066-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE7K_066-ct-v2-island-spur,N 46° 12.385,W 062° 49.860,Canada,Prince Edward Island,Queens (Prince Edward Island),18
GC7GE7P,067 C.T. (v.2) Island Spur,067-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GE7P_067-ct-v2-island-spur,N 46° 12.490,W 062° 50.014,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7GE7W,068 C.T. (v.2) Island Spur (TB),068-ct-v2-island-spur-tb,https://www.geocaching.com/geocache/GC7GE7W_068-ct-v2-island-spur-tb,N 46° 12.574,W 062° 50.076,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7GEA6,069 C.T. (v.2) Island Spur,069-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEA6_069-ct-v2-island-spur,N 46° 12.691,W 062° 50.089,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7GEAG,070 C.T. (v.2) Island Spur,070-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEAG_070-ct-v2-island-spur,N 46° 12.786,W 062° 50.088,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7GEBA,071 C.T. (v.2) Island Spur,071-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEBA_071-ct-v2-island-spur,N 46° 12.883,W 062° 50.097,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEBG,072 C.T. (v.2) Island Spur,072-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEBG_072-ct-v2-island-spur,N 46° 12.979,W 062° 50.101,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEBN,073 C.T. (v.2) Island Spur,073-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEBN_073-ct-v2-island-spur,N 46° 13.075,W 062° 50.088,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEBZ,074 C.T. (v.2) Island Spur,074-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEBZ_074-ct-v2-island-spur,N 46° 13.184,W 062° 50.099,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEC5,075 C.T. (v.2) Island Spur,075-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEC5_075-ct-v2-island-spur,N 46° 13.288,W 062° 50.111,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GECG,076 C.T. (v.2) Island Spur (TB),076-ct-v2-island-spur-tb,https://www.geocaching.com/geocache/GC7GECG_076-ct-v2-island-spur-tb,N 46° 13.386,W 062° 50.271,Canada,Prince Edward Island,Queens (Prince Edward Island),11
GC7GECN,077 C.T. (v.2) Island Spur (Welcome to Route 216),077-ct-v2-island-spur-welcome-to-route-216,https://www.geocaching.com/geocache/GC7GECN_077-ct-v2-island-spur-welcome-to-route-216,N 46° 13.416,W 062° 50.396,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GECV,078 C.T. (v.2) Island Spur,078-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GECV_078-ct-v2-island-spur,N 46° 13.449,W 062° 50.628,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEDC,079 C.T. (v.2) Island Spur,079-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEDC_079-ct-v2-island-spur,N 46° 13.555,W 062° 50.773,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEDQ,080 C.T. (v.2) Island Spur,080-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEDQ_080-ct-v2-island-spur,N 46° 13.658,W 062° 50.687,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEDZ,081 C.T. (v.2) Island Spur,081-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEDZ_081-ct-v2-island-spur,N 46° 13.750,W 062° 50.731,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEE4,082 C.T. (v.2) Island Spur,082-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEE4_082-ct-v2-island-spur,N 46° 13.824,W 062° 50.815,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEE8,083 C.T. (v.2) Island Spur,083-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEE8_083-ct-v2-island-spur,N 46° 13.854,W 062° 50.944,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEEG,084 C.T. (v.2) Island Spur,084-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEEG_084-ct-v2-island-spur,N 46° 13.914,W 062° 51.064,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEEP,085 C.T. (v.2) Island Spur,085-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEEP_085-ct-v2-island-spur,N 46° 13.991,W 062° 51.125,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEF2,086 C.T. (v.2) Island Spur,086-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEF2_086-ct-v2-island-spur,N 46° 13.963,W 062° 51.278,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEF7,087 C.T. (v.2) Island Spur,087-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEF7_087-ct-v2-island-spur,N 46° 13.938,W 062° 51.416,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEFC,088 C.T. (v.2) Island Spur,088-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEFC_088-ct-v2-island-spur,N 46° 13.910,W 062° 51.542,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEFG,089 C.T. (v.2) Island Spur,089-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEFG_089-ct-v2-island-spur,N 46° 13.889,W 062° 51.682,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEFM,090 C.T. (v.2) Island Spur,090-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEFM_090-ct-v2-island-spur,N 46° 13.855,W 062° 51.825,Canada,Prince Edward Island,Queens (Prince Edward Island),11
GC7GEFV,091 C.T. (v.2) Island Spur,091-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEFV_091-ct-v2-island-spur,N 46° 13.835,W 062° 51.968,Canada,Prince Edward Island,Queens (Prince Edward Island),11
GC7GEG3,092 C.T. (v.2) Island Spur,092-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEG3_092-ct-v2-island-spur,N 46° 13.809,W 062° 52.113,Canada,Prince Edward Island,Queens (Prince Edward Island),11
GC7GEG6,093 C.T. (v.2) Island Spur,093-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEG6_093-ct-v2-island-spur,N 46° 13.768,W 062° 52.258,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEGX,094 C.T. (v.2) Island Spur,094-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEGX_094-ct-v2-island-spur,N 46° 13.744,W 062° 52.384,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7GEH1,095 C.T. (v.2) Island Spur,095-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7GEH1_095-ct-v2-island-spur,N 46° 13.716,W 062° 52.519,Canada,Prince Edward Island,Queens (Prince Edward Island),13
GC7GEH6,096 C.T. (v.2) Island Spur (FA),096-ct-v2-island-spur-fa,https://www.geocaching.com/geocache/GC7GEH6_096-ct-v2-island-spur-fa,N 46° 13.650,W 062° 52.654,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7GK76,Horseshoe Series #14,horseshoe-series-14,https://www.geocaching.com/geocache/GC7GK76_horseshoe-series-14,N 46° 15.360,W 063° 17.645,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7KK11,#13 Wall-to-Wall Caching,13-walltowall-caching,https://www.geocaching.com/geocache/GC7KK11_13-walltowall-caching,N 46° 26.992,W 063° 22.728,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7KK13,#14 Wall-to-Wall Caching,14-walltowall-caching,https://www.geocaching.com/geocache/GC7KK13_14-walltowall-caching,N 46° 27.090,W 063° 22.766,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7KT2G,#1 Bonne Chance,1-bonne-chance,https://www.geocaching.com/geocache/GC7KT2G_1-bonne-chance,N 46° 23.760,W 063° 27.192,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7KT4K,#2 Bonne Chance,2-bonne-chance,https://www.geocaching.com/geocache/GC7KT4K_2-bonne-chance,N 46° 23.716,W 063° 27.060,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7KT5D,#3 Bonne Chance,3-bonne-chance,https://www.geocaching.com/geocache/GC7KT5D_3-bonne-chance,N 46° 23.659,W 063° 26.937,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7KT5G,#4 Bonne Chance,4-bonne-chance,https://www.geocaching.com/geocache/GC7KT5G_4-bonne-chance,N 46° 23.635,W 063° 26.801,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7P28C,People Watching with Johnny,people-watching-with-johnny,https://www.geocaching.com/geocache/GC7P28C_people-watching-with-johnny,N 46° 14.022,W 063° 07.614,Canada,Prince Edward Island,Queens (Prince Edward Island),268
GC7PH61,064 (A) C.T. (v.2) Island Spur,064-a-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7PH61_064-a-ct-v2-island-spur,N 46° 12.287,W 062° 49.568,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7PH65,063 (A) C.T. (v.2) Island Spur,063-a-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7PH65_063-a-ct-v2-island-spur,N 46° 12.229,W 062° 49.239,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7PH68,060 (A) C.T. (v.2) Island Spur,060-a-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7PH68_060-a-ct-v2-island-spur,N 46° 11.823,W 062° 49.280,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7PH6K,060 (B) C.T. (v.2) Island Spur,060-b-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7PH6K_060-b-ct-v2-island-spur,N 46° 11.734,W 062° 49.245,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7PJPT,021 C.T. (v.2) Island Spur,021-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7PJPT_021-ct-v2-island-spur,N 46° 07.522,W 062° 47.771,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7PKND,0654 (A) C.T. (v.2),0654-a-ct-v2,https://www.geocaching.com/geocache/GC7PKND_0654-a-ct-v2,N 46° 21.573,W 062° 52.580,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7PKNX,0654 (B) C.T. (v.2),0654-b-ct-v2,https://www.geocaching.com/geocache/GC7PKNX_0654-b-ct-v2,N 46° 21.715,W 062° 52.515,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7PR94,Prince Edward Island Peat Bog,prince-edward-island-peat-bog,https://www.geocaching.com/geocache/GC7PR94_prince-edward-island-peat-bog,N 46° 36.871,W 063° 57.161,Canada,Prince Edward Island,Prince,17
GC7PRA7,0662 (A) C.T. (v.2),0662-a-ct-v2,https://www.geocaching.com/geocache/GC7PRA7_0662-a-ct-v2,N 46° 22.706,W 062° 51.926,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7PRAC,0656 (A) C.T. (v.2),0656-a-ct-v2,https://www.geocaching.com/geocache/GC7PRAC_0656-a-ct-v2,N 46° 22.003,W 062° 52.231,Canada,Prince Edward Island,Queens (Prince Edward Island),21
GC7PRQ6,Down the Old Road v2,down-the-old-road-v2,https://www.geocaching.com/geocache/GC7PRQ6_down-the-old-road-v2,N 46° 19.838,W 063° 24.859,Canada,Prince Edward Island,Queens (Prince Edward Island),13
GC7PRQE,Elliotts v2,elliotts-v2,https://www.geocaching.com/geocache/GC7PRQE_elliotts-v2,N 46° 21.859,W 063° 27.873,Canada,Prince Edward Island,Queens (Prince Edward Island),20
GC7PRQT,Clyde v2,clyde-v2,https://www.geocaching.com/geocache/GC7PRQT_clyde-v2,N 46° 20.736,W 063° 23.738,Canada,Prince Edward Island,Queens (Prince Edward Island),19
GC7QKTV,"""4CeasonS"" - Island ""Girl Power"" Series",4ceasons-island-girl-power-series,https://www.geocaching.com/geocache/GC7QKTV_4ceasons-island-girl-power-series,N 46° 30.126,W 063° 32.880,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7QMP3,0656(D) C.T. (v.2),0656-d-ct-v2,https://www.geocaching.com/geocache/GC7QMP3_0656-d-ct-v2,N 46° 22.000,W 062° 51.786,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7QMPE,0656(C) C.T. (v.2),0656-c-ct-v2,https://www.geocaching.com/geocache/GC7QMPE_0656-c-ct-v2,N 46° 22.065,W 062° 51.883,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7QN0X,"""Ekumseekum"" - Island ""Girl Power"" Series",ekumseekum-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN0X_ekumseekum-island-girl-power-series,N 46° 30.186,W 063° 32.524,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN0Z,"""Bluejay1967"" - Island ""Girl Power"" Series",bluejay1967-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN0Z_bluejay1967-island-girl-power-series,N 46° 30.232,W 063° 32.349,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN14,"""Islanddunes"" - Island ""Girl Power"" Series",islanddunes-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN14_islanddunes-island-girl-power-series,N 46° 30.281,W 063° 32.179,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN1D,"""Scoot"" - Island ""Girl Power"" Series",scoot-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN1D_scoot-island-girl-power-series,N 46° 30.389,W 063° 32.128,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN1V,"""Boots2015"" - Island ""Girl Power"" Series",boots2015-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN1V_boots2015-island-girl-power-series,N 46° 30.530,W 063° 32.073,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN20,"""K87 and C89"" - Island ""Girl Power"" Series",k87-and-c89-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN20_k87-and-c89-island-girl-power-series,N 46° 30.691,W 063° 31.894,Canada,Prince Edward Island,Queens (Prince Edward Island),16
GC7QN28,"""Islandmoni"" - Island ""Girl Power"" Series",islandmoni-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN28_islandmoni-island-girl-power-series,N 46° 30.743,W 063° 31.704,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN2E,"""Jaxonjed2"" - Island ""Girl Power"" Series",jaxonjed2-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN2E_jaxonjed2-island-girl-power-series,N 46° 30.797,W 063° 31.436,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN2G,"""Jake 2"" - Island ""Girl Power"" Series",jake-2-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN2G_jake-2-island-girl-power-series,N 46° 30.845,W 063° 31.240,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QN2T,"""Monbon13"" - Island ""Girl Power"" Series",monbon13-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN2T_monbon13-island-girl-power-series,N 46° 30.874,W 063° 31.514,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7QN31,"""Nana Cache"" - Island ""Girl Power"" Series",nana-cache-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN31_nana-cache-island-girl-power-series,N 46° 30.624,W 063° 32.000,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7QN36,"""5mcleods"" - Island ""Girl Power"" Series",5mcleods-island-girl-power-series,https://www.geocaching.com/geocache/GC7QN36_5mcleods-island-girl-power-series,N 46° 30.543,W 063° 31.937,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7QQDZ,"""RNKtowner"" - Island ""Girl Power"" Series",rnktowner-island-girl-power-series,https://www.geocaching.com/geocache/GC7QQDZ_rnktowner-island-girl-power-series,N 46° 30.791,W 063° 31.589,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7QQE5,"""NSAngel&Buckshot"" - Island ""Girl Power"" Series",nsangelbuckshot-island-girl-power-series,https://www.geocaching.com/geocache/GC7QQE5_nsangelbuckshot-island-girl-power-series,N 46° 30.988,W 063° 31.440,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QQED,"""Amnial"" - Island ""Girl Power"" Series",amnial-island-girl-power-series,https://www.geocaching.com/geocache/GC7QQED_amnial-island-girl-power-series,N 46° 30.867,W 063° 31.103,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QQEQ,"""Rootie"" - Island ""Girl Power"" Series",rootie-island-girl-power-series,https://www.geocaching.com/geocache/GC7QQEQ_rootie-island-girl-power-series,N 46° 30.151,W 063° 32.704,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7QVQD,Crapaud Park Cache,crapaud-park-cache,https://www.geocaching.com/geocache/GC7QVQD_crapaud-park-cache,N 46° 14.256,W 063° 29.708,Canada,Prince Edward Island,Queens (Prince Edward Island),10
GC7QWEK,Lagoon Lookout,lagoon-lookout,https://www.geocaching.com/geocache/GC7QWEK_lagoon-lookout,N 46° 14.107,W 063° 29.648,Canada,Prince Edward Island,Queens (Prince Edward Island),8
GC7R0QJ,0656(B) C.T. (v.2),0656-b-ct-v2,https://www.geocaching.com/geocache/GC7R0QJ_0656-b-ct-v2,N 46° 22.038,W 062° 52.026,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7R1HM,#1 Legacy Park Trailside Cache,1-legacy-park-trailside-cache,https://www.geocaching.com/geocache/GC7R1HM_1-legacy-park-trailside-cache,N 46° 12.547,W 063° 17.413,Canada,Prince Edward Island,Queens (Prince Edward Island),11
GC7R92K,#68 Kudos!,68-kudos,https://www.geocaching.com/geocache/GC7R92K_68-kudos,N 46° 25.600,W 063° 31.400,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7R92N,#69 Kudos!,69-kudos,https://www.geocaching.com/geocache/GC7R92N_69-kudos,N 46° 25.750,W 063° 31.550,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7R92T,#70 Kudos!,70-kudos,https://www.geocaching.com/geocache/GC7R92T_70-kudos,N 46° 25.800,W 063° 31.100,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7R932,#71 Kudos!,71-kudos,https://www.geocaching.com/geocache/GC7R932_71-kudos,N 46° 25.900,W 063° 30.800,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7RDDT,#72 Kudos!,72-kudos,https://www.geocaching.com/geocache/GC7RDDT_72-kudos,N 46° 23.450,W 063° 29.850,Canada,Prince Edward Island,Queens (Prince Edward Island),14
GC7RDE4,#73 Kudos!,73-kudos,https://www.geocaching.com/geocache/GC7RDE4_73-kudos,N 46° 23.600,W 063° 29.975,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7RDEE,#74 Kudos!,74-kudos,https://www.geocaching.com/geocache/GC7RDEE_74-kudos,N 46° 23.650,W 063° 30.050,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7RDGQ,"#4 Six of One, Half a Dozen of the Other",4-six-of-one-half-a-dozen-of-the-other,https://www.geocaching.com/geocache/GC7RDGQ_4-six-of-one-half-a-dozen-of-the-other,N 46° 25.303,W 063° 31.125,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7RY6K,#7 Tacopocalypse: Mexicana Burritosaurus,7-tacopocalypse-mexicana-burritosaurus,https://www.geocaching.com/geocache/GC7RY6K_7-tacopocalypse-mexicana-burritosaurus,N 46° 29.585,W 063° 35.113,Canada,Prince Edward Island,Queens (Prince Edward Island),13
GC7RYQH,#8 Tacopocalypse: Mexicana Quesadilladactyl,8-tacopocalypse-mexicana-quesadilladactyl,https://www.geocaching.com/geocache/GC7RYQH_8-tacopocalypse-mexicana-quesadilladactyl,N 46° 29.680,W 063° 35.153,Canada,Prince Edward Island,Queens (Prince Edward Island),13
GC7T44F,Timberwolf (George H.W. Bush),timberwolf-george-hw-bush,https://www.geocaching.com/geocache/GC7T44F_timberwolf-george-hw-bush,N 46° 25.194,W 063° 32.750,Canada,Prince Edward Island,Queens (Prince Edward Island),15
GC7T44T,"Mogul (""The Donald"" Trump)",mogul-the-donald-trump,https://www.geocaching.com/geocache/GC7T44T_mogul-the-donald-trump,N 46° 25.296,W 063° 32.191,Canada,Prince Edward Island,Queens (Prince Edward Island),19
GC7TVED,035 (B) C.T. (v.2) Island Spur (TB),035-b-ct-v2-island-spur-tb,https://www.geocaching.com/geocache/GC7TVED_035-b-ct-v2-island-spur-tb,N 46° 09.112,W 062° 48.002,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7TVEP,035 (C) C.T. (v.2) Island Spur,035-c-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7TVEP_035-c-ct-v2-island-spur,N 46° 09.167,W 062° 48.112,Canada,Prince Edward Island,Queens (Prince Edward Island),12
GC7TVET,035 (D) C.T. (v.2) Island Spur,035-d-ct-v2-island-spur,https://www.geocaching.com/geocache/GC7TVET_035-d-ct-v2-island-spur,N 46° 09.223,W 062° 48.218,Canada,Prince Edward Island,Queens (Prince Edward Island),11
