GC,title,lower,nospace,url,lat,lon,numfind,numpage
GC3PMFH,Days Gone By,days gone by,days-gone-by,https://www.geocaching.com/geocache/GC3PMFH_days-gone-by,N 45° 30.801,W 066° 20.913,83,4
GC3PY3M,The New Brunswick Geo-Trackables Expo,the new brunswick geotrackables expo,the-new-brunswick-geotrackables-expo,https://www.geocaching.com/geocache/GC3PY3M_the-new-brunswick-geotrackables-expo,N 45° 43.223,W 065° 30.336,33,2
GC3Q20Q,Disney Series #8 - Dale,disney series 8  dale,disney-series-8-dale,https://www.geocaching.com/geocache/GC3Q20Q_disney-series-8-dale,N 45° 39.526,W 067° 07.777,69,3
GC3Q21A,Disney Series #10 - Dewey,disney series 10  dewey,disney-series-10-dewey,https://www.geocaching.com/geocache/GC3Q21A_disney-series-10-dewey,N 45° 40.047,W 067° 05.761,74,3
GC3Q21H,Disney Series #11 - Louie,disney series 11  louie,disney-series-11-louie,https://www.geocaching.com/geocache/GC3Q21H_disney-series-11-louie,N 45° 44.477,W 066° 55.816,73,3
GC3QAPG,Stumped Again,stumped again,stumped-again,https://www.geocaching.com/geocache/GC3QAPG_stumped-again,N 45° 52.168,W 066° 53.834,61,3
GC3QAQ3,Two Stumps,two stumps,two-stumps,https://www.geocaching.com/geocache/GC3QAQ3_two-stumps,N 45° 52.199,W 066° 54.198,60,3
GC3QAQ9,Twin Stumps,twin stumps,twin-stumps,https://www.geocaching.com/geocache/GC3QAQ9_twin-stumps,N 45° 52.109,W 066° 53.704,69,3
GC3QAR2,"""Wanna Be"" Stump","""wanna be"" stump",wanna-be-stump,https://www.geocaching.com/geocache/GC3QAR2_wanna-be-stump,N 45° 51.941,W 066° 53.590,60,3
GC3QB8X,A Silica Mine in New Brunswick - An Earthcache,a silica mine in new brunswick  an earthcache,a-silica-mine-in-new-brunswick-an-earthcache,https://www.geocaching.com/geocache/GC3QB8X_a-silica-mine-in-new-brunswick-an-earthcache,N 45° 36.318,W 065° 32.291,39,2
GC3QZ95,Rink Rat: Willy O'Ree Place,rink rat willy oree place,rink-rat-willy-oree-place,https://www.geocaching.com/geocache/GC3QZ95_rink-rat-willy-oree-place,N 45° 58.770,W 066° 36.980,168,7
GC3RBBK,On the Bridge,on the bridge,on-the-bridge,https://www.geocaching.com/geocache/GC3RBBK_on-the-bridge,N 45° 37.037,W 067° 25.597,16,1
GC3RVCA,NB Country Roads: Church With A View,nb country roads church with a view,nb-country-roads-church-with-a-view,https://www.geocaching.com/geocache/GC3RVCA_nb-country-roads-church-with-a-view,N 45° 50.643,W 067° 02.377,58,3
GC3T3HY,Hood #2,hood 2,hood-2,https://www.geocaching.com/geocache/GC3T3HY_hood-2,N 45° 51.031,W 067° 01.228,29,2
GC3TG33,A Walk In Odell #1,a walk in odell 1,a-walk-in-odell-1,https://www.geocaching.com/geocache/GC3TG33_a-walk-in-odell-1,N 45° 57.465,W 066° 39.738,442,18
GC3TTEP,A Walk In Odell #3,a walk in odell 3,a-walk-in-odell-3,https://www.geocaching.com/geocache/GC3TTEP_a-walk-in-odell-3,N 45° 57.322,W 066° 40.166,322,13
GC3TXVQ,NB Country Roads: St Patrick's Cemetary,nb country roads st patricks cemetary,nb-country-roads-st-patricks-cemetary,https://www.geocaching.com/geocache/GC3TXVQ_nb-country-roads-st-patricks-cemetary,N 45° 48.911,W 066° 54.405,75,3
GC3V8EG,The Subdivision that's Not: New Developer,the subdivision thats not new developer,the-subdivision-thats-not-new-developer,https://www.geocaching.com/geocache/GC3V8EG_the-subdivision-thats-not-new-developer,N 45° 52.834,W 066° 41.115,28,2
GC3W3HC,Where's Waldow?,wheres waldow,wheres-waldow,https://www.geocaching.com/geocache/GC3W3HC_wheres-waldow,N 45° 44.704,W 066° 01.443,41,2
GC3WTEC,Mmmm Chicken!,mmmm chicken,mmmm-chicken,https://www.geocaching.com/geocache/GC3WTEC_mmmm-chicken,N 45° 55.783,W 066° 39.841,435,18
GC3Y6MD,March of NB 104th: Route to Fort Cumberland,march of nb 104th route to fort cumberland,march-of-nb-104th-route-to-fort-cumberland,https://www.geocaching.com/geocache/GC3Y6MD_march-of-nb-104th-route-to-fort-cumberland,N 45° 44.858,W 066° 04.996,124,5
GC3YTEB,"Crumpets, Scones, and Dr. Seuss",crumpets scones and dr seuss,crumpets-scones-and-dr-seuss,https://www.geocaching.com/geocache/GC3YTEB_crumpets-scones-and-dr-seuss,N 45° 57.071,W 066° 41.950,69,3
GC3YVTE,Rink Rat: Harvey Memorial Community Centre,rink rat harvey memorial community centre,rink-rat-harvey-memorial-community-centre,https://www.geocaching.com/geocache/GC3YVTE_rink-rat-harvey-memorial-community-centre,N 45° 44.029,W 067° 00.113,94,4
GC40ZVT,Bethal#1,bethal1,bethal1,https://www.geocaching.com/geocache/GC40ZVT_bethal1,N 45° 57.452,W 066° 41.673,110,5
GC42Z3C,Y Me,y me,y-me,https://www.geocaching.com/geocache/GC42Z3C_y-me,N 45° 19.807,W 066° 12.803,49,2
GC42Z3J,Holy Moley,holy moley,holy-moley,https://www.geocaching.com/geocache/GC42Z3J_holy-moley,N 45° 20.514,W 066° 13.316,98,4
GC42Z3N,Spooky Got Spooked,spooky got spooked,spooky-got-spooked,https://www.geocaching.com/geocache/GC42Z3N_spooky-got-spooked,N 45° 21.062,W 066° 13.894,15,1
GC42Z3T,911,911,911,https://www.geocaching.com/geocache/GC42Z3T_911,N 45° 22.278,W 066° 15.320,55,3
GC42Z3Z,Brookside,brookside,brookside,https://www.geocaching.com/geocache/GC42Z3Z_brookside,N 45° 23.942,W 066° 18.394,49,2
GC42Z47,Who Knew?,who knew,who-knew,https://www.geocaching.com/geocache/GC42Z47_who-knew,N 45° 23.206,W 066° 16.842,32,2
GC431WT,Cross Roads #1,cross roads 1,cross-roads-1,https://www.geocaching.com/geocache/GC431WT_cross-roads-1,N 46° 02.745,W 065° 49.093,27,2
GC436JK,Dave's Delight,daves delight,daves-delight,https://www.geocaching.com/geocache/GC436JK_daves-delight,N 45° 45.892,W 066° 54.416,78,4
GC43AJ9,Marshall #1,marshall 1,marshall-1,https://www.geocaching.com/geocache/GC43AJ9_marshall-1,N 46° 03.280,W 065° 50.573,25,1
GC43B6T,Marshall #2,marshall 2,marshall-2,https://www.geocaching.com/geocache/GC43B6T_marshall-2,N 46° 03.388,W 065° 50.630,25,1
GC43BFV,Cross Roads #3,cross roads 3,cross-roads-3,https://www.geocaching.com/geocache/GC43BFV_cross-roads-3,N 46° 03.032,W 065° 49.297,28,2
GC43BGD,Cross Roads #2,cross roads 2,cross-roads-2,https://www.geocaching.com/geocache/GC43BGD_cross-roads-2,N 46° 02.828,W 065° 49.185,28,2
GC43GG0,Sesame Street #2,sesame street 2,sesame-street-2,https://www.geocaching.com/geocache/GC43GG0_sesame-street-2,N 45° 59.256,W 066° 36.492,63,3
GC44ME8,Mmmm Ribs!,mmmm ribs,mmmm-ribs,https://www.geocaching.com/geocache/GC44ME8_mmmm-ribs,N 45° 55.875,W 066° 39.745,410,17
GC451MF,Nashwaak Island,nashwaak island,nashwaak-island,https://www.geocaching.com/geocache/GC451MF_nashwaak-island,N 45° 57.339,W 066° 37.343,13,1
GC46T44,Wellness #3,wellness 3,wellness-3,https://www.geocaching.com/geocache/GC46T44_wellness-3,N 46° 43.590,W 067° 42.340,0,0
GC479V1,E= EXHAUSTED,e exhausted,e-exhausted,https://www.geocaching.com/geocache/GC479V1_e-exhausted,N 45° 43.463,W 065° 31.776,216,9
GC47CZF,PNG on the 101,png on the 101,png-on-the-101,https://www.geocaching.com/geocache/GC47CZF_png-on-the-101,N 45° 50.394,W 066° 40.802,60,3
GC47F4Q,"Can you See Me Now, Welsford?",can you see me now welsford,can-you-see-me-now-welsford,https://www.geocaching.com/geocache/GC47F4Q_can-you-see-me-now-welsford,N 45° 26.531,W 066° 19.794,70,3
GC47XAD,RVing...WITHOUT the Wheels,rvingwithout the wheels,rvingwithout-the-wheels,https://www.geocaching.com/geocache/GC47XAD_rvingwithout-the-wheels,N 45° 58.058,W 066° 43.947,142,6
GC489Y0,Meet the Robertsons - Phil,meet the robertsons  phil,meet-the-robertsons-phil,https://www.geocaching.com/geocache/GC489Y0_meet-the-robertsons-phil,N 45° 58.705,W 066° 36.492,32,2
GC489ZC,Meet the Robertsons - Jase,meet the robertsons  jase,meet-the-robertsons-jase,https://www.geocaching.com/geocache/GC489ZC_meet-the-robertsons-jase,N 45° 58.792,W 066° 36.429,34,2
GC48MHY,"Fire road, the ""New"" bridge.","fire road the ""new"" bridge",fire-road-the-new-bridge,https://www.geocaching.com/geocache/GC48MHY_fire-road-the-new-bridge,N 45° 59.952,W 065° 31.945,10,1
GC48NWY,Let's Make A Deal,lets make a deal,lets-make-a-deal,https://www.geocaching.com/geocache/GC48NWY_lets-make-a-deal,N 45° 57.106,W 066° 41.642,42,2
GC48Y6T,Spooky Spikes,spooky spikes,spooky-spikes,https://www.geocaching.com/geocache/GC48Y6T_spooky-spikes,N 45° 59.239,W 066° 39.066,1,1
GC49BNW,"Can you See Me Now, Rothesay?",can you see me now rothesay,can-you-see-me-now-rothesay,https://www.geocaching.com/geocache/GC49BNW_can-you-see-me-now-rothesay,N 45° 22.691,W 065° 58.745,50,2
GC49NFF,Big Red,big red,big-red,https://www.geocaching.com/geocache/GC49NFF_big-red,N 46° 00.111,W 065° 18.742,49,2
GC4B0GB,I Hear Music- Brand New Key,i hear music brand new key,i-hear-music-brand-new-key,https://www.geocaching.com/geocache/GC4B0GB_i-hear-music-brand-new-key,N 45° 51.646,W 065° 15.810,34,2
GC4B89B,Doctor Who #11 - Matt Smith,doctor who 11  matt smith,doctor-who-11-matt-smith,https://www.geocaching.com/geocache/GC4B89B_doctor-who-11-matt-smith,N 45° 46.408,W 066° 54.001,75,3
GC4BBKK,Rothesay Train Station,rothesay train station,rothesay-train-station,https://www.geocaching.com/geocache/GC4BBKK_rothesay-train-station,N 45° 23.243,W 065° 59.939,95,4
GC4BRCA,Trout River Treasure,trout river treasure,trout-river-treasure,https://www.geocaching.com/geocache/GC4BRCA_trout-river-treasure,N 46° 41.650,W 065° 33.460,1,1
GC4BTE6,Doctor Who #8 - Paul McGann,doctor who 8  paul mcgann,doctor-who-8-paul-mcgann,https://www.geocaching.com/geocache/GC4BTE6_doctor-who-8-paul-mcgann,N 45° 46.986,W 066° 52.554,74,3
GC4BTEF,Doctor Who #6 - Colin Baker,doctor who 6  colin baker,doctor-who-6-colin-baker,https://www.geocaching.com/geocache/GC4BTEF_doctor-who-6-colin-baker,N 45° 40.816,W 067° 03.174,56,3
GC4BW2Y,Little Legionnaire,little legionnaire,little-legionnaire,https://www.geocaching.com/geocache/GC4BW2Y_little-legionnaire,N 45° 18.579,W 066° 11.780,57,3
GC4C1K1,Bear-In-The-Woods TB B&B,bearinthewoods tb b&b,bearinthewoods-tb-b&b,https://www.geocaching.com/geocache/GC4C1K1_bearinthewoods-tb-b&b,N 45° 58.089,W 066° 47.067,90,4
GC4C6Y5,Cache in a Creel,cache in a creel,cache-in-a-creel,https://www.geocaching.com/geocache/GC4C6Y5_cache-in-a-creel,N 45° 58.038,W 066° 34.751,54,3
GC4DJRN,Goodwin Lake Trip!,goodwin lake trip,goodwin-lake-trip,https://www.geocaching.com/geocache/GC4DJRN_goodwin-lake-trip,,,1,1
GC4EY18,Mega Headache Series #21,mega headache series 21,mega-headache-series-21,https://www.geocaching.com/geocache/GC4EY18_mega-headache-series-21,N 45° 56.508,W 066° 41.410,128,6
GC4EY1B,Mega Headache Series #22,mega headache series 22,mega-headache-series-22,https://www.geocaching.com/geocache/GC4EY1B_mega-headache-series-22,N 45° 56.714,W 066° 41.669,130,6
GC4FJM1,Memorial Cache,memorial cache,memorial-cache,https://www.geocaching.com/geocache/GC4FJM1_memorial-cache,N 46° 27.632,W 066° 24.615,77,4
GC4FT8W,Road to the Mega Woodstock East #3,road to the mega woodstock east 3,road-to-the-mega-woodstock-east-3,https://www.geocaching.com/geocache/GC4FT8W_road-to-the-mega-woodstock-east-3,N 45° 52.413,W 066° 59.213,205,9
GC4G1V4,Abandoned Road,abandoned road,abandoned-road,https://www.geocaching.com/geocache/GC4G1V4_abandoned-road,N 45° 36.125,W 067° 26.125,11,1
GC4GGRA,Caching in New Maryland,caching in new maryland,caching-in-new-maryland,https://www.geocaching.com/geocache/GC4GGRA_caching-in-new-maryland,N 45° 54.847,W 066° 41.928,16,1
GC4GK27,Pond d'la Bennette,pond dla bennette,pond-dla-bennette,https://www.geocaching.com/geocache/GC4GK27_pond-dla-bennette,N 47° 03.859,W 067° 43.414,15,1
GC4GY6V,MICROWAVE SURFER,microwave surfer,microwave-surfer,https://www.geocaching.com/geocache/GC4GY6V_microwave-surfer,N 47° 02.637,W 067° 44.109,47,2
GC4H6XX,Share the Road,share the road,share-the-road,https://www.geocaching.com/geocache/GC4H6XX_share-the-road,N 45° 59.670,W 066° 39.109,97,4
GC4HPBV,Ribbit Ribbit,ribbit ribbit,ribbit-ribbit,https://www.geocaching.com/geocache/GC4HPBV_ribbit-ribbit,N 45° 58.474,W 066° 39.273,81,4
GC4J85N,Obama's Gazebo,obamas gazebo,obamas-gazebo,https://www.geocaching.com/geocache/GC4J85N_obamas-gazebo,N 47° 04.283,W 066° 17.628,0,0
GC4JAFA,Our New House,our new house,our-new-house,https://www.geocaching.com/geocache/GC4JAFA_our-new-house,N 45° 50.763,W 066° 43.974,48,2
GC4K5KB,Yet Another Corner Post,yet another corner post,yet-another-corner-post,https://www.geocaching.com/geocache/GC4K5KB_yet-another-corner-post,N 45° 54.835,W 066° 36.312,43,2
GC4KQRD,Pondstream Hidden Treasure #1,pondstream hidden treasure 1,pondstream-hidden-treasure-1,https://www.geocaching.com/geocache/GC4KQRD_pondstream-hidden-treasure-1,N 45° 56.795,W 066° 06.492,26,2
GC4KQRZ,Pondstream Hidden Treasure #2,pondstream hidden treasure 2,pondstream-hidden-treasure-2,https://www.geocaching.com/geocache/GC4KQRZ_pondstream-hidden-treasure-2,N 45° 56.919,W 066° 06.423,17,1
GC4N2NG,A Beautiful Resting Place...,a beautiful resting place,a-beautiful-resting-place,https://www.geocaching.com/geocache/GC4N2NG_a-beautiful-resting-place,N 45° 55.209,W 067° 04.417,38,2
GC4N2PN,Welcome to Nackawic,welcome to nackawic,welcome-to-nackawic,https://www.geocaching.com/geocache/GC4N2PN_welcome-to-nackawic,N 45° 56.811,W 067° 14.134,33,2
GC4N3X9,Not Another Nano!,not another nano,not-another-nano,https://www.geocaching.com/geocache/GC4N3X9_not-another-nano,N 45° 58.318,W 066° 38.089,72,3
GC4P326,The great wall of New Denmark,the great wall of new denmark,the-great-wall-of-new-denmark,https://www.geocaching.com/geocache/GC4P326_the-great-wall-of-new-denmark,N 46° 56.067,W 067° 39.306,9,1
GC4PC40,Fox On The Run,fox on the run,fox-on-the-run,https://www.geocaching.com/geocache/GC4PC40_fox-on-the-run,N 45° 47.488,W 066° 01.164,37,2
GC4PC4K,Church Lane Cache,church lane cache,church-lane-cache,https://www.geocaching.com/geocache/GC4PC4K_church-lane-cache,N 45° 47.347,W 065° 59.494,43,2
GC4PC4W,Take It To The Limit,take it to the limit,take-it-to-the-limit,https://www.geocaching.com/geocache/GC4PC4W_take-it-to-the-limit,N 45° 50.808,W 066° 02.179,52,3
GC4QV7P,Open Me... If You Dare!,open me if you dare,open-me-if-you-dare,https://www.geocaching.com/geocache/GC4QV7P_open-me-if-you-dare,N 45° 59.437,W 066° 38.340,48,2
GC4RB3M,"Can you see me now, Blackville?",can you see me now blackville,can-you-see-me-now-blackville,https://www.geocaching.com/geocache/GC4RB3M_can-you-see-me-now-blackville,N 46° 42.540,W 065° 50.216,45,2
GC4RB3T,"Can you see me now, Lavillette?",can you see me now lavillette,can-you-see-me-now-lavillette,https://www.geocaching.com/geocache/GC4RB3T_can-you-see-me-now-lavillette,N 47° 14.818,W 065° 23.936,57,3
GC4RRN8,Thinking Inside the Box,thinking inside the box,thinking-inside-the-box,https://www.geocaching.com/geocache/GC4RRN8_thinking-inside-the-box,N 45° 57.352,W 066° 42.131,40,2
GC4TT86,Wollastook Covered Bridge,wollastook covered bridge,wollastook-covered-bridge,https://www.geocaching.com/geocache/GC4TT86_wollastook-covered-bridge,N 45° 52.182,W 066° 54.737,55,3
GC4V32Q,"Ringing in the new year, geocaching style",ringing in the new year geocaching style,ringing-in-the-new-year-geocaching-style,https://www.geocaching.com/geocache/GC4V32Q_ringing-in-the-new-year-geocaching-style,N 45° 53.560,W 066° 41.306,14,1
GC4V6ZM,KIDS LOVE: TO BUILD FORTS,kids love to build forts,kids-love-to-build-forts,https://www.geocaching.com/geocache/GC4V6ZM_kids-love-to-build-forts,N 45° 56.931,W 066° 08.110,30,2
GC4V9NV,KIDS LOVE - MUSIC,kids love  music,kids-love-music,https://www.geocaching.com/geocache/GC4V9NV_kids-love-music,N 45° 57.372,W 066° 08.292,27,2
GC4VB74,"I ""Kid"" you not - Bishop Drive # 1","i ""kid"" you not  bishop drive  1",i-kid-you-not-bishop-drive-1,https://www.geocaching.com/geocache/GC4VB74_i-kid-you-not-bishop-drive-1,N 45° 56.296,W 066° 40.282,99,4
GC4VB75,"I ""Kid"" you not - Bishop Drive # 2","i ""kid"" you not  bishop drive  2",i-kid-you-not-bishop-drive-2,https://www.geocaching.com/geocache/GC4VB75_i-kid-you-not-bishop-drive-2,N 45° 56.318,W 066° 40.139,97,4
GC4WG7P,Go Fish!,go fish,go-fish,https://www.geocaching.com/geocache/GC4WG7P_go-fish,N 45° 54.769,W 066° 41.117,35,2
GC4WGDC,Hummmmmmm....,hummmmmmm,hummmmmmm,https://www.geocaching.com/geocache/GC4WGDC_hummmmmmm,N 45° 56.724,W 066° 42.030,61,3
GC4WKC3,"I ""Kid"" You Not - UNB Woodlot (East)","i ""kid"" you not  unb woodlot (east)",i-kid-you-not-unb-woodlot-east,https://www.geocaching.com/geocache/GC4WKC3_i-kid-you-not-unb-woodlot-east,N 45° 54.934,W 066° 38.510,56,3
GC4X043,Chalet in the Woods,chalet in the woods,chalet-in-the-woods,https://www.geocaching.com/geocache/GC4X043_chalet-in-the-woods,N 45° 22.975,W 065° 58.621,115,5
GC4X4YA,Berenstain Bears: Visit the Dentist,berenstain bears visit the dentist,berenstain-bears-visit-the-dentist,https://www.geocaching.com/geocache/GC4X4YA_berenstain-bears-visit-the-dentist,N 45° 52.810,W 066° 47.998,110,5
GC4X4YH,Berenstain Bears: The Bad Habit,berenstain bears the bad habit,berenstain-bears-the-bad-habit,https://www.geocaching.com/geocache/GC4X4YH_berenstain-bears-the-bad-habit,N 45° 52.689,W 066° 47.726,98,4
GC4X68V,Berenstain Bears: Treat Others Kindly,berenstain bears treat others kindly,berenstain-bears-treat-others-kindly,https://www.geocaching.com/geocache/GC4X68V_berenstain-bears-treat-others-kindly,N 45° 51.273,W 066° 48.065,79,4
GC4X69A,Berenstain Bears: We Love Our Mom,berenstain bears we love our mom,berenstain-bears-we-love-our-mom,https://www.geocaching.com/geocache/GC4X69A_berenstain-bears-we-love-our-mom,N 45° 51.109,W 066° 48.364,75,3
GC4XBQW,Qu1ck One for Geodimeter,qu1ck one for geodimeter,qu1ck-one-for-geodimeter,https://www.geocaching.com/geocache/GC4XBQW_qu1ck-one-for-geodimeter,,,1,1
GC4ZRKG,Riding the rails,riding the rails,riding-the-rails,https://www.geocaching.com/geocache/GC4ZRKG_riding-the-rails,N 45° 57.483,W 066° 37.417,62,3
GC50XV3,The Replacement,the replacement,the-replacement,https://www.geocaching.com/geocache/GC50XV3_the-replacement,N 45° 19.512,W 066° 11.958,78,4
GC50XWW,Nerepis,nerepis,nerepis,https://www.geocaching.com/geocache/GC50XWW_nerepis,N 45° 23.781,W 066° 17.625,55,3
GC50XXP,Geocaching Blvd.,geocaching blvd,geocaching-blvd,https://www.geocaching.com/geocache/GC50XXP_geocaching-blvd,N 45° 24.178,W 066° 18.430,47,2
GC52PFM,CIRCLE SQUARE / CERCLE CARRÉ,circle square  cercle carré,circle-square-cercle-carré,https://www.geocaching.com/geocache/GC52PFM_circle-square-cercle-carré,N 47° 00.936,W 067° 45.352,56,3
GC537FB,Substation,substation,substation,https://www.geocaching.com/geocache/GC537FB_substation,N 45° 55.592,W 065° 47.608,42,2
GC5381A,Welcome to McAdam,welcome to mcadam,welcome-to-mcadam,https://www.geocaching.com/geocache/GC5381A_welcome-to-mcadam,N 45° 35.037,W 067° 20.039,54,3
GC556V7,Old Mitchell Cemetary,old mitchell cemetary,old-mitchell-cemetary,https://www.geocaching.com/geocache/GC556V7_old-mitchell-cemetary,N 46° 34.133,W 066° 05.844,36,2
GC578AR,Sentiers NB Trails - Miramichi,sentiers nb trails  miramichi,sentiers-nb-trails-miramichi,https://www.geocaching.com/geocache/GC578AR_sentiers-nb-trails-miramichi,N 47° 01.133,W 065° 33.129,89,4
GC578C3,Sentiers NB Trails - Grand Falls,sentiers nb trails  grand falls,sentiers-nb-trails-grand-falls,https://www.geocaching.com/geocache/GC578C3_sentiers-nb-trails-grand-falls,N 47° 02.951,W 067° 45.090,59,3
GC57GNR,Nursery Graveyard,nursery graveyard,nursery-graveyard,https://www.geocaching.com/geocache/GC57GNR_nursery-graveyard,N 47° 01.024,W 065° 35.290,21,1
GC57P75,Let's go shopping!,lets go shopping,lets-go-shopping,https://www.geocaching.com/geocache/GC57P75_lets-go-shopping,N 47° 03.573,W 067° 45.167,37,2
GC57P91,"""Kent"" you find it?","""kent"" you find it",kent-you-find-it,https://www.geocaching.com/geocache/GC57P91_kent-you-find-it,N 47° 03.533,W 067° 45.038,95,4
GC57QQ0,FGT: York Street Rail Station,fgt york street rail station,fgt-york-street-rail-station,https://www.geocaching.com/geocache/GC57QQ0_fgt-york-street-rail-station,N 45° 57.355,W 066° 38.914,240,10
GC58011,Tubular Cache,tubular cache,tubular-cache,https://www.geocaching.com/geocache/GC58011_tubular-cache,N 47° 03.056,W 067° 45.697,20,1
GC5844M,Rockkin Reddin 2,rockkin reddin 2,rockkin-reddin-2,https://www.geocaching.com/geocache/GC5844M_rockkin-reddin-2,N 45° 36.013,W 065° 51.008,0,0
GC58E3C,Bookmobile – Did you see it?,bookmobile – did you see it,bookmobile-–-did-you-see-it,https://www.geocaching.com/geocache/GC58E3C_bookmobile-–-did-you-see-it,N 45° 56.656,W 066° 41.516,137,6
GC593H9,Challenge - 360 degrees of New Brunswick,challenge  360 degrees of new brunswick,challenge-360-degrees-of-new-brunswick,https://www.geocaching.com/geocache/GC593H9_challenge-360-degrees-of-new-brunswick,N 45° 53.654,W 066° 36.302,15,1
GC59VDG,Just For Laughs,just for laughs,just-for-laughs,https://www.geocaching.com/geocache/GC59VDG_just-for-laughs,N 45° 58.070,W 066° 42.978,87,4
GC5A9BZ,KVFalcon's cache #3,kvfalcons cache 3,kvfalcons-cache-3,https://www.geocaching.com/geocache/GC5A9BZ_kvfalcons-cache-3,N 45° 22.632,W 065° 59.914,52,3
GC5BPNM,Walk the Land Plank,walk the land plank,walk-the-land-plank,https://www.geocaching.com/geocache/GC5BPNM_walk-the-land-plank,N 45° 58.445,W 066° 53.336,90,4
GC5C15P,"Welcome to Sussex- Balloons, Bridges, Beauty",welcome to sussex balloons bridges beauty,welcome-to-sussex-balloons-bridges-beauty,https://www.geocaching.com/geocache/GC5C15P_welcome-to-sussex-balloons-bridges-beauty,N 45° 43.394,W 065° 31.654,143,6
GC5CN5H,"NBGWGP: Dispatches: William Henry Metcalf, VC",nbgwgp dispatches william henry metcalf vc,nbgwgp-dispatches-william-henry-metcalf-vc,https://www.geocaching.com/geocache/GC5CN5H_nbgwgp-dispatches-william-henry-metcalf-vc,N 45° 56.914,W 066° 41.380,112,5
GC5CN69,NBGWGP: Dispatches: Midshipman Victor Hatheway,nbgwgp dispatches midshipman victor hatheway,nbgwgp-dispatches-midshipman-victor-hatheway,https://www.geocaching.com/geocache/GC5CN69_nbgwgp-dispatches-midshipman-victor-hatheway,N 45° 57.475,W 066° 43.614,111,5
GC5CNWJ,NBGWGP: Home Front: Hartt Boot & Shoe Factory,nbgwgp home front hartt boot & shoe factory,nbgwgp-home-front-hartt-boot-&-shoe-factory,https://www.geocaching.com/geocache/GC5CNWJ_nbgwgp-home-front-hartt-boot-&-shoe-factory,N 45° 57.423,W 066° 39.030,235,10
GC5CQ4P,After the Sun Goes Down,after the sun goes down,after-the-sun-goes-down,https://www.geocaching.com/geocache/GC5CQ4P_after-the-sun-goes-down,N 45° 18.221,W 066° 13.482,20,1
GC5E5WJ,New Road- Cornridge Road,new road cornridge road,new-road-cornridge-road,https://www.geocaching.com/geocache/GC5E5WJ_new-road-cornridge-road,N 45° 57.353,W 065° 18.906,69,3
GC5F6CD,Just hangin' around,just hangin around,just-hangin-around,https://www.geocaching.com/geocache/GC5F6CD_just-hangin-around,N 47° 02.850,W 065° 25.267,0,0
GC5FJ18,Alex' 1st cache!,alex 1st cache,alex-1st-cache,https://www.geocaching.com/geocache/GC5FJ18_alex-1st-cache,N 45° 58.847,W 066° 38.385,35,2
GC5GCER,Beach Trail,beach trail,beach-trail,https://www.geocaching.com/geocache/GC5GCER_beach-trail,N 46° 01.042,W 066° 37.580,101,5
GC5GNCA,How much wood........?,how much wood,how-much-wood,https://www.geocaching.com/geocache/GC5GNCA_how-much-wood,N 45° 57.449,W 066° 42.154,33,2
GC5H868,"Up, Up We Go",up up we go,up-up-we-go,https://www.geocaching.com/geocache/GC5H868_up-up-we-go,N 45° 52.219,W 066° 51.768,31,2
GC5H9TH,A room with a view - Northside,a room with a view  northside,a-room-with-a-view-northside,https://www.geocaching.com/geocache/GC5H9TH_a-room-with-a-view-northside,,,1,1
GC5HHQ2,Woo-WHO!,woowho,woowho,https://www.geocaching.com/geocache/GC5HHQ2_woowho,N 45° 58.657,W 066° 40.034,43,2
GC5HVW9,Royal road exit,royal road exit,royal-road-exit,https://www.geocaching.com/geocache/GC5HVW9_royal-road-exit,N 45° 59.416,W 066° 39.814,34,2
GC5HY03,Ringing in the new year,ringing in the new year,ringing-in-the-new-year,https://www.geocaching.com/geocache/GC5HY03_ringing-in-the-new-year,N 45° 53.560,W 066° 41.306,7,1
GC5J6EN,How many parks?,how many parks,how-many-parks,https://www.geocaching.com/geocache/GC5J6EN_how-many-parks,N 45° 58.578,W 066° 39.950,22,1
GC5JHDJ,Tree Cemetery,tree cemetery,tree-cemetery,https://www.geocaching.com/geocache/GC5JHDJ_tree-cemetery,N 45° 59.691,W 066° 39.924,15,1
GC5JTKY,Ruby Red,ruby red,ruby-red,https://www.geocaching.com/geocache/GC5JTKY_ruby-red,N 45° 58.707,W 066° 42.052,77,4
GC5KJEP,Be prepared ...,be prepared ,be-prepared-,https://www.geocaching.com/geocache/GC5KJEP_be-prepared-,N 45° 54.538,W 066° 44.770,58,3
GC5KMMV,Radioactive Pine Cone,radioactive pine cone,radioactive-pine-cone,https://www.geocaching.com/geocache/GC5KMMV_radioactive-pine-cone,N 45° 57.748,W 066° 52.046,51,3
GC5MTZR,See any Fawns? #1,see any fawns 1,see-any-fawns-1,https://www.geocaching.com/geocache/GC5MTZR_see-any-fawns-1,N 45° 56.709,W 066° 45.649,44,2
GC5MVJE,Sugar Bush Trail #4,sugar bush trail 4,sugar-bush-trail-4,https://www.geocaching.com/geocache/GC5MVJE_sugar-bush-trail-4,N 45° 58.163,W 066° 54.332,35,2
GC5MWY0,New Road ?,new road ,new-road-,https://www.geocaching.com/geocache/GC5MWY0_new-road-,N 45° 59.963,W 066° 39.692,14,1
GC5N072,New Maryland Streaker series #1,new maryland streaker series 1,new-maryland-streaker-series-1,https://www.geocaching.com/geocache/GC5N072_new-maryland-streaker-series-1,N 45° 53.486,W 066° 41.207,59,3
